# 1:iteration	2:time	3:admconstraints::hc.min	4:admconstraints::hc.max	5:admconstraints::hc.sum	6:admconstraints::hc.avg	7:admconstraints::hc.stddev	8:admconstraints::hc.volume	9:admconstraints::hc.L1norm	10:admconstraints::hc.L2norm	11:admconstraints::hc.maxabs	12:admconstraints::hc.sumloc[0]	13:admconstraints::hc.sumloc[1]	14:admconstraints::hc.sumloc[2]
77824	2.5333333333333334e+02	-3.0143658349655877e-05	3.0417896843281528e-05	-1.2354629062190180e-05	-2.4130134887090179e-14	1.6791827283402931e-09	5.1200000000000036e+08	1.7374270175208547e-11	1.6791827285136701e-09	3.0417896843281528e-05	-2.4020833339923858e-02	1.9240661773196194e-03	-3.9840378199813495e-03
81920	2.6666666666666669e+02	-3.4174730399433306e-05	3.2983947563732657e-05	4.8314832907894902e-06	9.4364908023232169e-15	1.3563887347747705e-09	5.1200000000000036e+08	1.5526463056459504e-11	1.3563887348075957e-09	3.4174730399433306e-05	-6.6760566293406487e-03	-9.9565150541615077e-03	-8.9227513708185421e-04
86016	2.8000000000000000e+02	-2.2324081273117358e-05	2.8996669814120718e-05	-6.5761100315753388e-06	-1.2843964905420574e-14	1.3126836845221682e-09	5.1200000000000042e+08	1.4922257387158237e-11	1.3126836845850041e-09	2.8996669814120718e-05	-3.7824262924172208e-03	4.2771496903027520e-02	3.3269556552253179e-03
90112	2.9333333333333337e+02	-3.5344070428926233e-05	3.2134493258433733e-05	-9.3753029164567234e-06	-1.8311138508704528e-14	1.1022984652590133e-09	5.1200000000000030e+08	1.2393592703580493e-11	1.1022984654111037e-09	3.5344070428926233e-05	-2.2624818543237335e-03	-2.1282575283884830e-02	2.0881254256240461e-03
94208	3.0666666666666669e+02	-1.7817707411136446e-05	2.7762845502248695e-05	-1.7071725462002103e-05	-3.3343213792972835e-14	7.7624541860388244e-10	5.1200000000000036e+08	8.6591581951766107e-12	7.7624541932000258e-10	2.7762845502248695e-05	1.0242498692400737e-02	-6.5711646934840662e-03	-9.9332425909814948e-05
98304	3.2000000000000000e+02	-3.5108249692435839e-05	3.0244634997757952e-05	-1.5241201195448230e-05	-2.9767971084859807e-14	4.6467988217320476e-10	5.1200000000000030e+08	4.1729483439773498e-12	4.6467988312669135e-10	3.5108249692435839e-05	-1.1265441491245781e-02	2.2300858094493614e-03	-2.0085026198201385e-03
102400	3.3333333333333337e+02	-1.9519894868764986e-05	2.7754199806630936e-05	8.4359386302874675e-06	1.6476442637280200e-14	2.9639483083068487e-10	5.1200000000000036e+08	1.9233899722187299e-12	2.9639483128864354e-10	2.7754199806630936e-05	1.6807076699016932e-03	1.3083611800989436e-03	-3.4891050553398015e-04
106496	3.4666666666666669e+02	-3.3356580787246431e-05	2.9698120994726268e-05	3.8665702158418238e-05	7.5518949528160573e-14	7.4947352111191558e-10	5.1200000000000036e+08	7.1524661565696448e-12	7.4947352491666081e-10	3.3356580787246431e-05	-8.2816134830934682e-03	-5.4709382537481074e-03	-1.2327828034125542e-02
110592	3.6000000000000000e+02	-1.8308358787473555e-05	2.6623451427884581e-05	-1.1628782921143496e-04	-2.2712466642858374e-13	8.6688425313851589e-10	5.1200000000000036e+08	9.5870013754647425e-12	8.6688428289197660e-10	2.6623451427884581e-05	-2.0209523493624149e-02	-7.4697674920530754e-02	1.7817429235617795e-02
114688	3.7333333333333337e+02	-3.2935614151081982e-05	2.7850595172327491e-05	7.3491530745525510e-05	1.4353814598893876e-13	1.8876279304173231e-09	5.1199999999434894e+08	2.1877464216733346e-11	1.8876279358747543e-09	3.2935614151081982e-05	-1.2419238303104679e-01	7.8413936781211974e-02	-1.8778242400760659e-01
118784	3.8666666666666669e+02	-2.0167077170250847e-05	2.6364573187716983e-05	4.3346006957685663e-05	8.4660169839229766e-14	3.0037379279262577e-09	5.1200000000000030e+08	3.5819646904305532e-11	3.0037379291193284e-09	2.6364573187716983e-05	1.0528472705037217e-01	-3.8781068552626341e-01	4.1089420076072636e-01
122880	4.0000000000000000e+02	-1.9937494152046792e-05	2.4733277580513136e-05	1.7526347912467286e-05	3.4231148266537645e-14	2.5300834973213752e-09	5.1200000000000036e+08	2.8551758351762570e-11	2.5300834975529428e-09	2.4733277580513136e-05	-2.4052301488160266e-01	-1.3969472608548095e-01	-1.8213956296955208e-01
126976	4.1333333333333337e+02	-2.3608905587474416e-05	2.0044230667806348e-05	3.1074774613071217e-05	6.0692919166489639e-14	2.6523839979249301e-09	5.1199999999717462e+08	3.0480018334467610e-11	2.6523839986193300e-09	2.3608905587474416e-05	1.3275625958882760e+00	-1.0043765379012473e+00	2.4475113895159772e-02
131072	4.2666666666666669e+02	-1.8832389085489398e-05	1.5603340309842256e-05	2.3971386703578953e-05	4.6819114655427612e-14	1.8268755377821755e-09	5.1200000000000036e+08	2.1604740314454246e-11	1.8268755383821149e-09	1.8832389085489398e-05	1.1186129730591854e-02	5.7092121759712011e-03	4.1738801648837046e-02
135168	4.4000000000000000e+02	-1.0100699436639549e-05	7.7512466883488534e-06	6.1598837687192184e-05	1.2031022985779715e-13	1.0496873534437257e-09	5.1200000000000036e+08	1.1933019232560311e-11	1.0496873603384221e-09	1.0100699436639549e-05	1.6579420882410621e-02	2.7553896381684984e-02	8.8421454920834808e-03
139264	4.5333333333333337e+02	-1.6664723558857796e-05	3.0975797431255503e-06	6.2494249054365877e-05	1.2205908018430828e-13	5.1568100136949659e-10	5.1200000000000030e+08	5.8934552256446616e-12	5.1568101581487929e-10	1.6664723558857796e-05	-1.2249588830507835e-03	8.3976395641490731e-03	-7.2939185842103432e-03
143360	4.6666666666666669e+02	-1.5795656294986544e-05	5.8623118109075306e-06	7.9585734498010459e-05	1.5544088769142658e-13	2.5965876489959624e-10	5.1200000000000030e+08	2.5252696907734473e-12	2.5965881142578882e-10	1.5795656294986544e-05	1.1658740208101218e-03	-3.5523857046455970e-03	-1.9005729569309543e-04
147456	4.8000000000000000e+02	-1.4470550461439385e-05	5.1007791943961413e-06	7.0845265027685009e-05	1.3836965825719720e-13	3.0653139679058617e-10	5.1200000000000030e+08	2.3797442931672072e-12	3.0653142802092922e-10	1.4470550461439385e-05	2.3684942467025460e-03	1.5575926451574865e-03	8.1439491222993696e-04
151552	4.9333333333333337e+02	-1.4668483859334343e-05	5.1300744764600469e-06	4.6081299055503690e-05	9.0002537217780589e-14	6.4092348955082204e-10	5.1200000000000030e+08	5.2448975371372189e-12	6.4092349587018527e-10	1.4668483859334343e-05	-6.0852446788649261e-04	-3.9171116167737580e-04	1.2144250773880663e-03
155648	5.0666666666666669e+02	-1.4669506975379786e-05	5.3916832570932542e-06	1.9662258510686698e-04	3.8402848653684937e-13	7.9886208249911615e-10	5.1200000000000030e+08	8.6385320865732345e-12	7.9886217480407921e-10	1.4669506975379786e-05	3.0228222400898418e-03	-5.1564482895891051e-02	-2.1364546499271886e-02
159744	5.2000000000000000e+02	-1.4667743631704717e-05	5.6154070774950236e-06	1.7251391472512714e-04	3.3694123969751373e-13	9.0218317331311647e-10	5.1200000000000030e+08	1.0660296718964174e-11	9.0218323623237640e-10	1.4667743631704717e-05	-3.1982295840377206e-02	-1.6467759361649242e-01	-4.5367884587677307e-02
163840	5.3333333333333337e+02	-1.4655613014636585e-05	6.0120975831291952e-06	2.2921446687047050e-04	4.4768450560638744e-13	7.9761542162319901e-10	5.1200000000000030e+08	9.0434777189027019e-12	7.9761554726106614e-10	1.4655613014636585e-05	-7.3668811588231631e-02	-8.7094971381080188e-02	4.6930223705175522e-03
167936	5.4666666666666674e+02	-1.4586152351721976e-05	5.8820236721900988e-06	2.5212990901978709e-04	4.9244122855427137e-13	6.8932187623716331e-10	5.1200000000000030e+08	7.2915410993317682e-12	6.8932205213346153e-10	1.4586152351721976e-05	1.1894189421402898e-02	-6.0294746704140284e-02	-3.5337614827953126e-02
172032	5.6000000000000000e+02	-1.5219695223798145e-05	5.7990555219380839e-06	2.6990924734208565e-04	5.2716649871501073e-13	9.9306218933324974e-10	5.1200000000000030e+08	1.0288244839749070e-11	9.9306232925625784e-10	1.5219695223798145e-05	5.3417690024065587e-02	-5.8337917631140365e-02	-1.0371333092463381e-02
176128	5.7333333333333337e+02	-1.4811058163557728e-05	6.2566214853909848e-06	2.8945878352562842e-04	5.6534918657349263e-13	1.1157060019887360e-09	5.1200000000000030e+08	1.1534695743517779e-11	1.1157061452252524e-09	1.4811058163557728e-05	9.8201650021298575e-03	-1.1454754485469690e-02	2.6139735360027061e-04
180224	5.8666666666666674e+02	-1.4893676289472538e-05	6.3634822428980733e-06	3.0784976443808929e-04	6.0126907116814275e-13	9.0643304673319625e-10	5.1200000000000030e+08	8.7808716841236189e-12	9.0643324615468553e-10	1.4893676289472538e-05	6.4201400256494179e-03	-2.3261792267340257e-02	6.4369017780935289e-04
