# 1:iteration	2:time	3:admconstraints::mcx.min	4:admconstraints::mcx.max	5:admconstraints::mcx.sum	6:admconstraints::mcx.avg	7:admconstraints::mcx.stddev	8:admconstraints::mcx.volume	9:admconstraints::mcx.L1norm	10:admconstraints::mcx.L2norm	11:admconstraints::mcx.maxabs	12:admconstraints::mcx.sumloc[0]	13:admconstraints::mcx.sumloc[1]	14:admconstraints::mcx.sumloc[2]	15:admconstraints::mcy.min	16:admconstraints::mcy.max	17:admconstraints::mcy.sum	18:admconstraints::mcy.avg	19:admconstraints::mcy.stddev	20:admconstraints::mcy.volume	21:admconstraints::mcy.L1norm	22:admconstraints::mcy.L2norm	23:admconstraints::mcy.maxabs	24:admconstraints::mcy.sumloc[0]	25:admconstraints::mcy.sumloc[1]	26:admconstraints::mcy.sumloc[2]	27:admconstraints::mcz.min	28:admconstraints::mcz.max	29:admconstraints::mcz.sum	30:admconstraints::mcz.avg	31:admconstraints::mcz.stddev	32:admconstraints::mcz.volume	33:admconstraints::mcz.L1norm	34:admconstraints::mcz.L2norm	35:admconstraints::mcz.maxabs	36:admconstraints::mcz.sumloc[0]	37:admconstraints::mcz.sumloc[1]	38:admconstraints::mcz.sumloc[2]
40960	1.3333333333333334e+02	-1.7338366099788233e-05	1.7338366019901260e-05	2.6323113012775325e-09	5.1412330103076773e-18	2.3723193227199128e-09	5.1200000000000036e+08	2.0451409839719828e-11	2.3723193227199128e-09	1.7338366099788233e-05	-1.6504153692618939e-01	1.7313190704114473e-01	2.1787349699080999e-05	-1.4991133737158261e-05	1.4991133766770019e-05	-7.1709003184450141e-09	-1.4005664684462910e-17	3.6800177203217580e-09	5.1200000000000036e+08	2.7642086806441068e-11	3.6800177203217580e-09	1.4991133766770019e-05	4.9313060539625364e-01	1.8193178552696987e+00	-2.4084134167663696e-05	-1.5461008571227597e-05	1.5461008381379463e-05	1.8796392225097495e-08	3.6711703564643520e-17	1.5534565908081071e-09	5.1200000000000036e+08	1.4398733132659256e-11	1.5534565908081073e-09	1.5461008571227597e-05	-1.7420496092254711e-05	-3.5407950441379565e-06	-9.2899037950438176e-03
45056	1.4666666666666669e+02	-1.8499346207770152e-05	1.8499346630720936e-05	-1.5588942904926020e-07	-3.0447154111183610e-16	1.2046773767983697e-09	5.1200000000000036e+08	9.6837378816803681e-12	1.2046773767984081e-09	1.8499346630720936e-05	-5.9276533707156867e-02	2.4846931383129106e-01	-4.5342908309257968e-06	-1.6901479861214118e-05	1.6901479848797225e-05	9.1482091855844033e-08	1.7867596065594525e-16	1.8966834223597565e-09	5.1200000000000036e+08	1.3024779941970114e-11	1.8966834223597652e-09	1.6901479861214118e-05	-7.2430573881988758e-02	-2.4525436842621293e-01	-6.8579139893693020e-06	-1.6220170028369409e-05	1.6220170237937998e-05	-5.5389965218494955e-08	-1.0818352581737289e-16	7.8544302804854640e-10	5.1200000000000036e+08	6.9473911874674066e-12	7.8544302804855384e-10	1.6220170237937998e-05	-1.0375938548912167e-06	3.4120098263007437e-06	-1.2127667989853971e-01
49152	1.6000000000000000e+02	-1.7795826410148672e-05	1.7795826951725658e-05	-8.6982563914118521e-10	-1.6988782014476259e-18	3.1328743806709959e-10	5.1200000000000042e+08	3.1987233773853957e-12	3.1328743806709959e-10	1.7795826951725658e-05	-1.0473958814247925e-01	8.3765761689654272e-02	7.7898167110398292e-05	-1.7870413875768435e-05	1.7870413572054228e-05	-1.3785428297584543e-08	-2.6924664643719788e-17	4.4801380510329028e-10	5.1200000000000042e+08	4.8583829603001728e-12	4.4801380510329111e-10	1.7870413875768435e-05	-5.7804065581862685e-02	1.5793280826864403e-02	2.9954042232251121e-05	-1.6168208605464308e-05	1.6168208503691304e-05	-3.2367742347560468e-09	-6.3218246772578991e-18	2.4934446108058393e-10	5.1200000000000042e+08	2.5253328799911227e-12	2.4934446108058399e-10	1.6168208605464308e-05	8.1243725037677406e-05	-3.7417704109553307e-05	-2.6174490652428963e-02
53248	1.7333333333333334e+02	-1.4126071144098671e-05	1.4126071066621419e-05	2.3086346968511934e-10	4.5090521422874844e-19	1.0392867006942918e-09	5.1200000000000030e+08	6.3849438977699032e-12	1.0392867006942918e-09	1.4126071144098671e-05	-2.1819337056496196e-01	8.4821462639282294e-02	8.4118814825430432e-06	-1.6756661362632679e-05	1.6756662018844217e-05	-2.9114946099249297e-07	-5.6865129100096247e-16	2.6226290192422846e-09	5.1200000000000030e+08	1.1091610488785859e-11	2.6226290192423462e-09	1.6756662018844217e-05	-2.2597351762806314e-01	-2.5115659245282318e+00	9.0914299068767246e-06	-1.4661207181187138e-05	1.4661207172755407e-05	-2.6902463024378802e-07	-5.2543873094489813e-16	1.3358603964359179e-09	5.1200000000000030e+08	5.7063469775203750e-12	1.3358603964360213e-09	1.4661207181187138e-05	7.0566543136640902e-07	2.5512101084756988e-06	7.9887972932771933e-01
57344	1.8666666666666669e+02	-1.6504592685227827e-05	1.6504592485354655e-05	1.7219277978096012e-08	3.3631402300968752e-17	4.3926086177574479e-09	5.1200000000000036e+08	3.7203790868922546e-11	4.3926086177574479e-09	1.6504592685227827e-05	6.3998715261302830e-01	-2.5389873147935638e-01	9.4247546033654483e-05	-1.7880806724827536e-05	1.7880806669938022e-05	-6.3685732329117443e-08	-1.2438619595530743e-16	6.8201802260129248e-09	5.1200000000000036e+08	5.6751624639884774e-11	6.8201802260129265e-09	1.7880806724827536e-05	5.8337967104920874e-01	5.5684687387953913e-01	-1.1603981177744915e-04	-1.6336169341374827e-05	1.6336169154081798e-05	-3.7026312998776753e-08	-7.2317017575735791e-17	3.9299599727881591e-09	5.1200000000000036e+08	3.2930751118618873e-11	3.9299599727881599e-09	1.6336169341374827e-05	1.3746270336015276e-04	-6.3322323266112868e-05	3.1585729587368799e-03
61440	2.0000000000000000e+02	-1.7560404910382599e-05	1.7560405115704005e-05	3.3690013872433216e-08	6.5800808344596080e-17	5.1844839110734270e-09	5.1200000000000036e+08	5.7261575731972805e-11	5.1844839110734278e-09	1.7560405115704005e-05	-9.0418079808578824e+00	-1.2830627285932998e+00	-3.5245961082133737e-05	-1.6468736622442458e-05	1.6468736936919561e-05	3.8474578723055736e-08	7.5145661568468179e-17	6.9200632808203571e-09	5.1200000000000036e+08	7.1093075657843346e-11	6.9200632808203579e-09	1.6468736936919561e-05	1.3530690725006274e+00	-1.1242737746149743e+01	-6.9051057698665819e-04	-1.6064874341992275e-05	1.6064874246815160e-05	5.6665230637516911e-08	1.1067427858890015e-16	4.0741838528066830e-09	5.1200000000000036e+08	4.4021415054543943e-11	4.0741838528066847e-09	1.6064874341992275e-05	-1.5196127629080181e-04	-6.5485689086652865e-04	4.2379321708624609e+00
65536	2.1333333333333334e+02	-1.7822113271108364e-05	1.7822112959303078e-05	-1.6930539040171944e-08	-3.3067459062835804e-17	5.1835250319752765e-09	5.1200000000000036e+08	4.8576040104950037e-11	5.1835250319752765e-09	1.7822113271108364e-05	-5.8007066330880903e+00	2.4800794719439629e+00	-8.9241018974783870e-05	-1.3655504994992392e-05	1.3655505027596891e-05	-4.9791395185508000e-09	-9.7248818721695239e-18	5.7459602557732768e-09	5.1200000000000036e+08	5.6691037024593506e-11	5.7459602557732768e-09	1.3655505027596891e-05	2.0231849312999883e+00	-1.5578241580988925e+01	9.7540126918199688e-04	-1.3931151696518912e-05	1.3931151468368107e-05	3.2223836580363204e-08	6.2937180821021836e-17	3.6893639859450394e-09	5.1200000000000036e+08	3.8192945483506733e-11	3.6893639859450402e-09	1.3931151696518912e-05	-1.8296299234310531e-04	-1.0287599425624627e-03	8.3666970956078472e+00
69632	2.2666666666666669e+02	-1.8186284755168015e-05	1.8186284569106796e-05	4.2708260511827630e-09	8.3414571312163289e-18	3.5558448918476172e-09	5.1200000000000036e+08	3.6211811272803477e-11	3.5558448918476172e-09	1.8186284755168015e-05	2.3473520289802194e+00	-4.7155118932438729e+00	-7.3533015580812267e-04	-1.8125922772276203e-05	1.8125922677701312e-05	8.6865804356430626e-09	1.6965977413365346e-17	4.1478716607614624e-09	5.1200000000000036e+08	3.8166914779726409e-11	4.1478716607614624e-09	1.8125922772276203e-05	-2.1633899821131646e+00	2.2110859311866538e+00	6.6753523122641684e-04	-1.6129416509709430e-05	1.6129416427213077e-05	-7.2182460023403764e-09	-1.4098136723321039e-17	2.7452929050644446e-09	5.1200000000000036e+08	2.7246835707064367e-11	2.7452929050644446e-09	1.6129416509709430e-05	1.7769632519276657e-04	2.4083809304198400e-04	-1.2814961778110601e+00
73728	2.4000000000000000e+02	-1.5103214847757004e-05	1.5103214786233110e-05	3.7080818821388722e-08	7.2423474260524799e-17	2.1062041725411921e-09	5.1200000000000036e+08	1.7748886207197337e-11	2.1062041725411933e-09	1.5103214847757004e-05	-1.1195314177529432e+00	3.2606136660778978e-01	3.8507515614460974e-05	-1.7317671409493480e-05	1.7317671324146484e-05	-1.6782398002372843e-07	-3.2778121098384435e-16	1.9224805527063839e-09	5.1200000000000036e+08	1.4964244498772164e-11	1.9224805527064116e-09	1.7317671409493480e-05	4.2185351982897090e-01	-1.8139249540999547e-01	1.9082641334186926e-04	-1.5209087717424976e-05	1.5209087598819028e-05	-2.0527641959430169e-07	-4.0093050702012023e-16	1.5357565108252980e-09	5.1200000000000036e+08	1.3715549961207220e-11	1.5357565108253503e-09	1.5209087717424976e-05	2.4968338745434693e-05	1.9399444696727164e-04	3.8790055781825283e-01
77824	2.5333333333333334e+02	-1.5837975447303227e-05	1.5837975675027943e-05	4.4876774551051696e-08	8.7649950295022788e-17	5.6311734623393332e-10	5.1200000000000036e+08	4.9561851037878132e-12	5.6311734623394024e-10	1.5837975675027943e-05	-9.8359146567790309e-02	1.6857988609786534e-01	-2.8907029449790414e-04	-1.7229157317806138e-05	1.7229156936436757e-05	-2.5084462525411728e-08	-4.8993090869944744e-17	4.8528768628038802e-10	5.1200000000000036e+08	4.7685664567431405e-12	4.8528768628039050e-10	1.7229157317806138e-05	-8.6510663917305122e-02	-1.1227528697499402e-02	1.6102117353863216e-05	-1.5743057085379485e-05	1.5743057526762713e-05	1.8656943067632310e-08	3.6439341928969329e-17	4.2176291399119199e-10	5.1200000000000036e+08	4.1081426478837414e-12	4.2176291399119354e-10	1.5743057526762713e-05	-1.1952963898667623e-04	-3.9792311637650013e-05	-5.3144923350242512e-02
81920	2.6666666666666669e+02	-1.7469995277281358e-05	1.7469995242252094e-05	6.6227280509273647e-09	1.2935015724467500e-17	3.6625294332036162e-10	5.1200000000000036e+08	3.9646671170960027e-12	3.6625294332036188e-10	1.7469995277281358e-05	-3.9821217644104054e-02	3.6963362673722314e-02	-1.7010468585347202e-05	-1.6048578749408023e-05	1.6048578612134418e-05	-9.2350315132286675e-09	-1.8037170924274729e-17	4.7196694572237695e-10	5.1200000000000036e+08	5.2946768862951275e-12	4.7196694572237736e-10	1.6048578749408023e-05	8.3953072279341789e-02	5.8637156946393515e-03	-7.6361443348196400e-04	-1.5385095233948592e-05	1.5385095069167314e-05	-3.6945724856947968e-09	-7.2159618861226444e-18	3.2651544409194449e-10	5.1200000000000036e+08	3.5217292879979645e-12	3.2651544409194460e-10	1.5385095233948592e-05	-3.7347589216659219e-04	-6.0723558602306105e-04	-7.3912987846189826e-02
86016	2.8000000000000000e+02	-1.7473651877743608e-05	1.7473651964863722e-05	2.1084096122742283e-09	4.1179875239730992e-18	3.5987725119983706e-10	5.1200000000000042e+08	3.9735398471652787e-12	3.5987725119983712e-10	1.7473651964863722e-05	-5.3624036455398011e-02	1.5353096533036184e-01	9.4079210241661271e-06	-1.4553546375854678e-05	1.4553546595435166e-05	-5.5691098512851189e-09	-1.0877167678291240e-17	4.5895168821708031e-10	5.1200000000000042e+08	5.1182241640735103e-12	4.5895168821708041e-10	1.4553546595435166e-05	-8.4867899344566011e-02	2.7500539225072118e-01	2.9683862110102543e-04	-1.5002218554635501e-05	1.5002218328198688e-05	-2.8925196173726430e-09	-5.6494523776809390e-18	3.2434685003126241e-10	5.1200000000000042e+08	3.5913879248186820e-12	3.2434685003126246e-10	1.5002218554635501e-05	2.7786109957510241e-05	3.8167338145003726e-04	8.1629597179504243e-02
90112	2.9333333333333337e+02	-1.7009105116947640e-05	1.7009105288913279e-05	8.7907687983617935e-10	1.7169470309300369e-18	2.9651975739740513e-10	5.1200000000000030e+08	3.2302654967561712e-12	2.9651975739740513e-10	1.7009105288913279e-05	-9.4374003930062594e-02	7.9834578017911328e-02	-5.8228348050103074e-05	-1.7396784920147448e-05	1.7396784541307283e-05	-1.2244781718716126e-09	-2.3915589294367418e-18	3.8637341441064802e-10	5.1200000000000030e+08	4.2782907470277155e-12	3.8637341441064802e-10	1.7396784920147448e-05	-6.4505696189956441e-02	-5.8705113564651627e-02	2.4150654483877029e-04	-1.5558226198251138e-05	1.5558226230697647e-05	-1.2429723322960124e-09	-2.4276803365156479e-18	2.6645684229574411e-10	5.1200000000000030e+08	2.8572535297518668e-12	2.6645684229574411e-10	1.5558226230697647e-05	4.4659363780268080e-04	5.1138349968567198e-05	-7.5542606117190211e-03
94208	3.0666666666666669e+02	-1.2938652346595425e-05	1.2938652600608798e-05	2.6536263044826275e-10	5.1828638759426284e-19	2.2344759652225459e-10	5.1200000000000036e+08	2.2955780765168912e-12	2.2344759652225459e-10	1.2938652600608798e-05	3.8598151722280080e-02	-1.0253016088878663e-02	1.9052956402121693e-04	-1.6012565968915134e-05	1.6012566075333216e-05	4.4485939380039632e-09	8.6886600351639849e-18	2.7520626867926166e-10	5.1200000000000036e+08	2.9256097574917109e-12	2.7520626867926176e-10	1.6012566075333216e-05	-1.6533168371445098e-01	8.6675758141734130e-03	9.7959429109822221e-05	-1.3822510408240872e-05	1.3822510444402876e-05	6.5391126090080723e-10	1.2771704314468882e-18	2.0096579082554816e-10	5.1200000000000036e+08	1.9980508017249507e-12	2.0096579082554816e-10	1.3822510444402876e-05	4.5078065727746641e-04	7.8476967789807561e-05	2.3474923741898541e-02
98304	3.2000000000000000e+02	-1.7239891339017821e-05	1.7239891742938073e-05	-2.5629931360534981e-09	-5.0058459688544856e-18	1.4983539040620207e-10	5.1200000000000030e+08	1.1306385417265097e-12	1.4983539040620215e-10	1.7239891742938073e-05	3.4154331131651505e-02	4.1043745134165310e-02	-6.5371782089925640e-05	-1.6825189817003325e-05	1.6825189898724711e-05	-9.4849133767899910e-10	-1.8525221439042941e-18	1.6589330753703195e-10	5.1200000000000030e+08	1.3740556000813303e-12	1.6589330753703198e-10	1.6825189898724711e-05	-9.1708226147025784e-02	-6.8017881832542634e-02	-2.1504775788071251e-05	-1.5523650564250424e-05	1.5523650786347043e-05	3.8999772966406768e-09	7.6171431575013182e-18	1.3614874976212271e-10	5.1200000000000030e+08	9.5768120718152887e-13	1.3614874976212292e-10	1.5523650786347043e-05	-9.8772797868074136e-05	3.4758060893605447e-05	-1.0651930096371253e-02
102400	3.3333333333333337e+02	-1.6070183300280194e-05	1.6070182878507013e-05	2.2099481567657224e-09	4.3163049936830489e-18	1.1848084692221973e-10	5.1200000000000036e+08	5.4862288010972424e-13	1.1848084692221981e-10	1.6070183300280194e-05	-2.1435790989400794e-02	1.0008904999133525e-01	4.8955503109682219e-07	-1.3359313296932107e-05	1.3359313335044446e-05	3.4763911732390559e-09	6.7898265102325267e-18	1.2626329596623684e-10	5.1200000000000036e+08	7.5898665511992252e-13	1.2626329596623702e-10	1.3359313335044446e-05	-1.0748910824995973e-02	-1.9787655781265509e-01	-1.3729934617897482e-06	-1.4003110346239978e-05	1.4003110055183807e-05	7.8894961261636232e-11	1.5409172121413315e-19	1.1069946234372028e-10	5.1200000000000036e+08	4.2963051118881281e-13	1.1069946234372028e-10	1.4003110346239978e-05	-5.9853556254839402e-06	-3.8367270804931519e-06	-4.8036110570198343e-03
106496	3.4666666666666669e+02	-1.7248448313068860e-05	1.7248447828923096e-05	5.4349400614489476e-09	1.0615117307517469e-17	1.6810179875457019e-10	5.1200000000000036e+08	1.0703746883458098e-12	1.6810179875457053e-10	1.7248448313068860e-05	1.2871148093307781e-02	6.4841268808116567e-02	-1.0196174729509150e-06	-1.6844001850320813e-05	1.6844002061762097e-05	2.9519099410363987e-09	5.7654491035867122e-18	3.0867053407666671e-10	5.1200000000000036e+08	2.3690824736931969e-12	3.0867053407666676e-10	1.6844002061762097e-05	-6.4805824653534655e-02	6.0119597365110328e-02	1.2562492097602934e-05	-1.5413003802113765e-05	1.5413003639850834e-05	8.0269141924096505e-09	1.5677566782050088e-17	1.6233426657551387e-10	5.1200000000000036e+08	1.0935867990244289e-12	1.6233426657551462e-10	1.5413003802113765e-05	-7.4891703162049961e-06	1.3702290160205743e-05	-5.8534173735126559e-02
