# 1:iteration	2:time	3:admconstraints::mcx.min	4:admconstraints::mcx.max	5:admconstraints::mcx.sum	6:admconstraints::mcx.avg	7:admconstraints::mcx.stddev	8:admconstraints::mcx.volume	9:admconstraints::mcx.L1norm	10:admconstraints::mcx.L2norm	11:admconstraints::mcx.maxabs	12:admconstraints::mcx.sumloc[0]	13:admconstraints::mcx.sumloc[1]	14:admconstraints::mcx.sumloc[2]	15:admconstraints::mcy.min	16:admconstraints::mcy.max	17:admconstraints::mcy.sum	18:admconstraints::mcy.avg	19:admconstraints::mcy.stddev	20:admconstraints::mcy.volume	21:admconstraints::mcy.L1norm	22:admconstraints::mcy.L2norm	23:admconstraints::mcy.maxabs	24:admconstraints::mcy.sumloc[0]	25:admconstraints::mcy.sumloc[1]	26:admconstraints::mcy.sumloc[2]	27:admconstraints::mcz.min	28:admconstraints::mcz.max	29:admconstraints::mcz.sum	30:admconstraints::mcz.avg	31:admconstraints::mcz.stddev	32:admconstraints::mcz.volume	33:admconstraints::mcz.L1norm	34:admconstraints::mcz.L2norm	35:admconstraints::mcz.maxabs	36:admconstraints::mcz.sumloc[0]	37:admconstraints::mcz.sumloc[1]	38:admconstraints::mcz.sumloc[2]
110592	3.6000000000000000e+02	-1.3055444074402650e-05	1.3055444019141336e-05	-1.1444382105803589e-10	-2.2352308800397621e-19	2.2470456195430643e-10	5.1200000000000036e+08	2.1263331686739950e-12	2.2470456195430643e-10	1.3055444074402650e-05	-6.2310666380352209e-02	-2.5074419895105525e-02	4.8232239444603517e-05	-1.5397163724714631e-05	1.5397163988930672e-05	2.6477043803245926e-09	5.1712976178214661e-18	3.2518043881087969e-10	5.1200000000000036e+08	3.2971939029632120e-12	3.2518043881087974e-10	1.5397163988930672e-05	-1.7683584209427788e-01	1.9712039105854412e-01	3.3874981394624998e-06	-1.3668915566631082e-05	1.3668915849075421e-05	1.0199768446268974e-08	1.9921422746619075e-17	1.7710519884133241e-10	5.1200000000000036e+08	1.5852774991317724e-12	1.7710519884133352e-10	1.3668915849075421e-05	2.4816643463293486e-05	3.9999295811180002e-06	-7.5476870721449457e-02
114688	3.7333333333333337e+02	-1.6116491830472429e-05	1.6116491955468834e-05	-8.4435548277926099e-10	-1.6491318023214459e-18	4.7159421569396171e-10	5.1199999999434894e+08	4.5268405243875402e-12	4.7159421569396171e-10	1.6116491955468834e-05	5.8384994498369003e-01	1.6396613036366053e-02	2.0846605521623873e-05	-1.6095473704369165e-05	1.6095473578005615e-05	-3.2470528825879075e-08	-6.3419001613745043e-17	5.8927499691201040e-10	5.1199999999434894e+08	5.9410767162098179e-12	5.8927499691201381e-10	1.6095473704369165e-05	-3.9808074520004497e-02	3.4199789435720063e-01	-1.1468971555017582e-05	-1.4955404899738719e-05	1.4955405025667193e-05	-6.6648767193839154e-08	-1.3017337342690386e-16	5.1874982657454433e-10	5.1199999999434894e+08	4.3896941243789263e-12	5.1874982657456067e-10	1.4955405025667193e-05	4.8595803952833361e-06	-6.3969697788185398e-07	9.0001512336953371e-01
118784	3.8666666666666669e+02	-1.5673148420343077e-05	1.5673148559751215e-05	-1.5632150384832749e-08	-3.0531543720376448e-17	7.9209345194013544e-10	5.1200000000000030e+08	9.4693778183204044e-12	7.9209345194013606e-10	1.5673148559751215e-05	1.1791549275406089e-01	2.5815658875181063e-01	2.7493345796242297e-06	-1.2902875962730992e-05	1.2902876013666496e-05	-9.9137232441814070e-09	-1.9362740711291798e-17	8.3811734369160723e-10	5.1200000000000030e+08	9.9401268819934112e-12	8.3811734369160754e-10	1.2902876013666496e-05	1.0645455901925963e-01	1.2924876259080365e+00	1.3045143752285493e-04	-1.3202982449855080e-05	1.3202982585603121e-05	8.1596243571254497e-09	1.5936766322510634e-17	8.7413947351574628e-10	5.1200000000000030e+08	1.0300854877308158e-11	8.7413947351574638e-10	1.3202982585603121e-05	5.1446857407169699e-05	-4.6728895934683434e-05	-5.4527892921800114e-01
122880	4.0000000000000000e+02	-1.3437085638212693e-05	1.3438525302997338e-05	7.4199070553701498e-09	1.4492005967519814e-17	8.7444039591925216e-10	5.1200000000000036e+08	1.0547290597842727e-11	8.7444039591925226e-10	1.3438525302997338e-05	1.8955814779605465e-01	3.2939770813470426e-01	-1.8268024387183002e-04	-1.5094338803699480e-05	1.5096003491485847e-05	-5.3180099406438270e-09	-1.0386738165319967e-17	9.8583959260086989e-10	5.1200000000000036e+08	1.0927737973123344e-11	9.8583959260086989e-10	1.5096003491485847e-05	1.0003778215067677e-02	5.2689850960077922e-01	-8.6098734805029054e-06	-1.2797533226521361e-05	1.2797533476830892e-05	-9.9060076891663166e-09	-1.9347671267902948e-17	1.0051378589484060e-09	5.1200000000000036e+08	1.1615577057785718e-11	1.0051378589484062e-09	1.2797533476830892e-05	1.1452974449266407e-05	3.8143533709344979e-06	1.2883536873771004e+00
126976	4.1333333333333337e+02	-1.4349432197010003e-05	1.4344416502260000e-05	4.7206921668860584e-08	9.2201018885002119e-17	7.1987696884997529e-10	5.1199999999717462e+08	8.4430161906637077e-12	7.1987696884998118e-10	1.4349432197010003e-05	1.3416614846361838e+00	3.3770304734663054e-01	1.9810108158879736e-06	-1.3771944499257473e-05	1.3773858764043348e-05	-4.8074544246084669e-08	-9.3895594231152261e-17	6.7017948885194451e-10	5.1199999999717462e+08	8.0876639412623783e-12	6.7017948885195113e-10	1.3773858764043348e-05	-5.5934936520285206e-01	9.0850368968039064e-01	-3.7888541248864982e-07	-1.2557584446725432e-05	1.2557584664594173e-05	1.0810794977199833e-08	2.1114833939959941e-17	6.5826487924499171e-10	5.1199999999717462e+08	7.8622747826028074e-12	6.5826487924499212e-10	1.2557584664594173e-05	-6.6287942195042415e-07	-1.9843892835602617e-06	-1.5955454967353253e+00
131072	4.2666666666666669e+02	-1.1098432191115046e-05	1.1097019521385633e-05	6.5758007411755525e-08	1.2843360822608492e-16	5.2602012495100418e-10	5.1200000000000036e+08	6.2035448999735476e-12	5.2602012495101989e-10	1.1098432191115046e-05	6.8516143313650602e-01	-4.7084614116675405e-01	-2.0082632457008032e-07	-1.1559219452213411e-05	1.1559739979601524e-05	-1.1710371072103364e-07	-2.2871818500201867e-16	4.8484780051020920e-10	5.1200000000000036e+08	5.4615168672689710e-12	4.8484780051026307e-10	1.1559739979601524e-05	-2.8183432009409523e-03	-3.0838015200155511e-01	-5.8465964710291418e-06	-9.8346730336171744e-06	9.8346729498694057e-06	-1.2695025438439454e-08	-2.4794971559452042e-17	5.2285549049703459e-10	5.1200000000000036e+08	5.9846891961336641e-12	5.2285549049703521e-10	9.8346730336171744e-06	-4.5910906927570938e-06	-3.7981134440590036e-06	-2.1542135754381417e-01
135168	4.4000000000000000e+02	-3.2577328072046286e-06	3.2577849474542274e-06	-1.9697014923071484e-08	-3.8470732271623964e-17	3.0648959891378232e-10	5.1200000000000036e+08	3.4439672710848083e-12	3.0648959891378470e-10	3.2577849474542274e-06	-2.6229354956987261e-01	7.9069397089580676e-02	1.0520628107724486e-04	-3.5737810907582921e-06	3.5736995605396352e-06	5.9312493310132548e-08	1.1584471349635256e-16	2.7944870123295598e-10	5.1200000000000036e+08	3.1602685809836204e-12	2.7944870123298002e-10	3.5737810907582921e-06	-4.1532410406211528e-02	-1.7623950615814338e-01	-2.0493221691467167e-05	-3.3034175815236592e-06	3.3034180063898383e-06	1.6802571388324479e-08	3.2817522242821224e-17	2.9102995126392904e-10	5.1200000000000036e+08	3.2444497644421904e-12	2.9102995126393090e-10	3.3034180063898383e-06	-2.2855049094913649e-04	-8.8913230406988120e-06	4.0925888518606351e-01
139264	4.5333333333333337e+02	-9.7898574717884480e-07	9.7768423665135623e-07	5.5003880643270697e-08	1.0742945438138801e-16	1.3896110920818209e-10	5.1200000000000030e+08	1.5828821253364812e-12	1.3896110920822361e-10	9.7898574717884480e-07	5.5321681094574568e-02	1.6464448706020637e-02	-7.4344977322888042e-05	-2.6886927727499505e-06	2.6892606020168761e-06	1.3743456914417442e-08	2.6842689285971551e-17	1.5065851465850236e-10	5.1200000000000030e+08	1.7506583043177557e-12	1.5065851465850474e-10	2.6892606020168761e-06	-2.5158115477791516e-03	3.9353170892922201e-02	-1.3973780617250724e-04	-9.3164664391629251e-07	9.3164731210728773e-07	7.4688207026378720e-09	1.4587540434839587e-17	1.3443593962823661e-10	5.1200000000000030e+08	1.5707605584894960e-12	1.3443593962823741e-10	9.3164731210728773e-07	2.3466085928537141e-04	-2.0384186673579399e-05	6.5114696456982715e-02
143360	4.6666666666666669e+02	-1.6064325663993497e-06	1.6063925137470738e-06	1.3053664274475710e-08	2.5495438036085358e-17	7.3433958262250992e-11	5.1200000000000030e+08	7.3318806214899140e-13	7.3433958262255425e-11	1.6064325663993497e-06	6.2835015285296558e-02	-1.9366841829044270e-03	5.9272816168728926e-05	-2.3963995959163414e-06	2.3954898414711304e-06	1.5052949687885167e-08	2.9400292359150701e-17	7.5098853482761406e-11	5.1200000000000030e+08	7.4796299614895665e-13	7.5098853482767157e-11	2.3963995959163414e-06	-3.0010937562220601e-02	1.6729210641041790e-02	9.2601750026743285e-06	-8.3787284509571601e-07	8.3787269628232657e-07	-5.0575478318295687e-09	-9.8780231090421202e-18	6.7072490540419671e-11	5.1200000000000030e+08	6.8197634576118454e-13	6.7072490540420394e-11	8.3787284509571601e-07	3.1282944528397433e-06	-3.9473858025689500e-06	2.3096082508552513e-02
147456	4.8000000000000000e+02	-2.3550409758637415e-06	2.3550569237752128e-06	-5.1697702571450985e-08	-1.0097207533486514e-16	2.1929507398942364e-10	5.1200000000000030e+08	1.2635189762971867e-12	2.1929507398944688e-10	2.3550569237752128e-06	4.5524983673197961e-02	4.6537437970634171e-02	-2.8936626453922830e-05	-2.1460599540040267e-06	2.1460818250591268e-06	2.0018012187217077e-08	3.9097680053158331e-17	1.1882506953110742e-10	5.1200000000000030e+08	9.7981312404469407e-13	1.1882506953111386e-10	2.1460818250591268e-06	-3.3693988699228045e-02	-9.3114566952498916e-03	-7.0534020057706065e-06	-7.9595782909735162e-07	7.9595839725854648e-07	-1.0596348800598008e-09	-2.0695993751167971e-18	1.9457623778520997e-10	5.1200000000000030e+08	1.1058510462795108e-12	1.9457623778520999e-10	7.9595839725854648e-07	4.5616275617553145e-07	7.0618487178521205e-06	-1.3645673724749322e-02
151552	4.9333333333333337e+02	-2.3389635599110128e-06	2.3389934206302029e-06	3.4303858046605501e-08	6.6999722747276332e-17	3.6925633907328563e-10	5.1200000000000030e+08	2.7336841343855883e-12	3.6925633907329168e-10	2.3389934206302029e-06	1.0454814165807381e-02	2.9460518550753025e-02	1.0468468227603413e-04	-2.1783068814471633e-06	2.1783033859364473e-06	-1.1232190840126325e-08	-2.1937872734621716e-17	2.8248898299992371e-10	5.1200000000000030e+08	2.3097108616691112e-12	2.8248898299992458e-10	2.1783068814471633e-06	2.3993542481507493e-03	4.2917678249807162e-02	-7.4554737929333204e-05	-7.6484903900891542e-07	7.6484898807182798e-07	-1.9645833049607668e-09	-3.8370767675014958e-18	3.5859197891172523e-10	5.1200000000000030e+08	2.5877924138360651e-12	3.5859197891172523e-10	7.6484903900891542e-07	6.1882591595712605e-06	5.8906301025056507e-05	3.1946624348109160e-03
155648	5.0666666666666669e+02	-2.3261779368640040e-06	2.3261767470598305e-06	3.1049706182739625e-09	6.0643957388163298e-18	3.1717715726765659e-10	5.1200000000000030e+08	3.2568622983195487e-12	3.1717715726765664e-10	2.3261779368640040e-06	-7.7420763762319530e-02	4.1707206634044730e-02	-5.6287347983553782e-05	-2.2853017431537454e-06	2.2853034802479362e-06	-1.6127032200101746e-09	-3.1498109765823705e-18	3.1857252035858675e-10	5.1200000000000030e+08	3.2852597262247188e-12	3.1857252035858675e-10	2.2853034802479362e-06	-1.7945934174249903e-02	1.6506147924377400e-02	-1.0790418413705871e-04	-7.6300851822403304e-07	7.6300881300090827e-07	5.0081376901418336e-09	9.7815189260582630e-18	3.1011455106903854e-10	5.1200000000000030e+08	3.1113837196652539e-12	3.1011455106903869e-10	7.6300881300090827e-07	-4.8671547683685860e-05	9.2434576398869352e-05	6.3169130469888729e-02
159744	5.2000000000000000e+02	-2.3228939814318088e-06	2.3228988290863649e-06	2.4072832568296460e-08	4.7017251109953998e-17	3.1326321392870331e-10	5.1200000000000030e+08	3.5599870319223437e-12	3.1326321392870682e-10	2.3228988290863649e-06	-2.9949599761664742e-02	1.2519843286510747e-02	-1.5152913475175583e-04	-2.3202019481683949e-06	2.3202163099041691e-06	-2.4940945818459294e-09	-4.8712784801678282e-18	3.1347829146343333e-10	5.1200000000000030e+08	3.5672753100912774e-12	3.1347829146343338e-10	2.3202163099041691e-06	2.5457861824749024e-02	-2.5605998881989400e-03	9.6538800659243945e-05	-7.5926062582461567e-07	7.5926033624517600e-07	-2.1066865983689087e-09	-4.1146222624392726e-18	2.7526957720736847e-10	5.1200000000000030e+08	2.8683001487223185e-12	2.7526957720736847e-10	7.5926062582461567e-07	6.2389639048247847e-05	1.2007732378744359e-04	-6.2434036353992174e-03
163840	5.3333333333333337e+02	-2.3252373459892346e-06	2.3252342132981549e-06	6.5931487177462776e-09	1.2877243589348191e-17	2.6121443265684747e-10	5.1200000000000030e+08	3.0113713808331071e-12	2.6121443265684778e-10	2.3252373459892346e-06	3.2026770390556170e-01	1.2582168856694056e-01	-6.1436927658232998e-05	-2.3359676739200727e-06	2.3359726308347270e-06	-1.4093301110835478e-08	-2.7525978732100528e-17	2.3937185404912550e-10	5.1200000000000030e+08	2.6362030152403804e-12	2.3937185404912710e-10	2.3359726308347270e-06	5.9743620533041220e-02	1.1419691710065717e-01	1.8112192615413539e-04	-7.7222713275443144e-07	7.7222708618737787e-07	-2.8465046179591597e-09	-5.5595793319514805e-18	2.0798590833850933e-10	5.1200000000000030e+08	2.3125142619760597e-12	2.0798590833850941e-10	7.7222713275443144e-07	3.9374116584972585e-05	6.2486749376824968e-05	-1.5599957781259555e-01
167936	5.4666666666666674e+02	-2.2960384434693172e-06	2.2960330697694000e-06	1.8822615800766435e-08	3.6762921485871922e-17	3.2327172144716083e-10	5.1200000000000030e+08	3.2048094846005575e-12	3.2327172144716290e-10	2.2960384434693172e-06	1.2405026892539738e-01	-4.3415650311177403e-02	9.8969237525958070e-06	-2.4083633266801885e-06	2.4083637764354872e-06	6.5890016410339892e-09	1.2869143830144503e-17	2.5117230319620498e-10	5.1200000000000030e+08	2.7186827569275365e-12	2.5117230319620529e-10	2.4083637764354872e-06	4.4208358626470219e-02	9.6357686008416640e-02	7.2956677923462915e-05	-7.8781611503409129e-07	7.8781605062502507e-07	-3.8206066113945935e-10	-7.4621222878800607e-19	2.8211494643875911e-10	5.1200000000000030e+08	2.6440963536441017e-12	2.8211494643875911e-10	7.8781611503409129e-07	2.9895068486558707e-05	-3.3826300814859822e-05	-4.4467373406780246e-02
172032	5.6000000000000000e+02	-2.3740071933113992e-06	2.3740045083656433e-06	-2.5917034070401776e-08	-5.0619207168753440e-17	5.1258405581385884e-10	5.1200000000000030e+08	4.9890541659102153e-12	5.1258405581386132e-10	2.3740071933113992e-06	-1.4504775489904284e-01	1.7518625542824853e-01	-6.1273401278851003e-05	-2.3886513574411675e-06	2.3886522830069168e-06	-2.1343853855557333e-08	-4.1687214561635389e-17	4.9022413631101717e-10	5.1200000000000030e+08	4.5351126974383250e-12	4.9022413631101893e-10	2.3886522830069168e-06	3.7905384895021250e-03	7.8064506373164519e-02	-1.0606464380300343e-04	-8.1368692977191569e-07	8.1368638355384635e-07	-2.5608194320007448e-08	-5.0016004531264516e-17	5.6160595601768109e-10	5.1200000000000030e+08	5.2144911533613407e-12	5.6160595601768337e-10	8.1368692977191569e-07	2.4367915644805949e-04	6.5478453117048113e-05	5.7549753506493724e-02
176128	5.7333333333333337e+02	-2.3716036960547896e-06	2.3716022499475519e-06	3.2705803885826740e-08	6.3878523214505314e-17	5.6527302797849953e-10	5.1200000000000030e+08	5.9729969345460734e-12	5.6527302797850315e-10	2.3716036960547896e-06	6.4815518866467817e-02	-5.1845915142245888e-03	3.6438837790083584e-05	-2.3605039129070553e-06	2.3605028581788447e-06	-1.5436239012523118e-08	-3.0148904321334194e-17	5.6598150888439914e-10	5.1200000000000030e+08	6.0241751116274132e-12	5.6598150888439996e-10	2.3605039129070553e-06	-7.7536654185621397e-03	-2.2162544837769759e-02	-1.4309029175967047e-04	-7.8373201247313501e-07	7.8373275265830683e-07	4.2338021664797371e-08	8.2691448564057317e-17	6.1405850701655963e-10	5.1200000000000030e+08	6.0285007475913499e-12	6.1405850701656522e-10	7.8373275265830683e-07	-6.1033984120431248e-05	4.8534322431221730e-05	-2.2818727317003455e-02
180224	5.8666666666666674e+02	-2.3895713185756604e-06	2.3895713405521030e-06	8.6947879094536186e-09	1.6982007635651590e-17	4.4432291526154462e-10	5.1200000000000030e+08	4.4621324044486862e-12	4.4432291526154498e-10	2.3895713405521030e-06	-4.2451943301965681e-02	2.1581695306151751e-02	-1.3934147408221215e-05	-2.3494445658299281e-06	2.3494466455717130e-06	-2.2962768029241348e-10	-4.4849156307111983e-19	4.5151239972410364e-10	5.1200000000000030e+08	4.5351211377447271e-12	4.5151239972410364e-10	2.3494466455717130e-06	1.8373656969441404e-02	9.5512321392997840e-02	-8.7950910891917283e-05	-7.7530855449183934e-07	7.7530868547569282e-07	-2.8700804929643426e-08	-5.6056259628209782e-17	4.8990531680484764e-10	5.1200000000000030e+08	4.4568177925017919e-12	4.8990531680485085e-10	7.7530868547569282e-07	-4.3856829374487594e-05	-1.6340894976308445e-05	7.4699224999594541e-02
