# 1:iteration	2:time	3:admconstraints::hc.min	4:admconstraints::hc.max	5:admconstraints::hc.sum	6:admconstraints::hc.avg	7:admconstraints::hc.stddev	8:admconstraints::hc.volume	9:admconstraints::hc.L1norm	10:admconstraints::hc.L2norm	11:admconstraints::hc.maxabs	12:admconstraints::hc.sumloc[0]	13:admconstraints::hc.sumloc[1]	14:admconstraints::hc.sumloc[2]
61440	1.6666666666666666e+02	-1.5929179989025016e-05	1.7102622401010681e-05	4.2778309235386809e-04	8.3551385225364807e-13	2.0531479207492924e-09	5.1200000000000036e+08	9.1674734802914488e-12	2.0531480907524768e-09	1.7102622401010681e-05	-1.6920300743914929e-02	-1.2733624088901496e-02	7.9686996905344032e-04
65536	1.7777777777777777e+02	-9.1101712555718972e-06	1.4288995839942947e-05	-1.9327630314254669e-04	-3.7749277957528624e-13	1.2039999769546335e-08	5.1200000000000036e+08	1.0154738053660143e-10	1.2039999775464143e-08	1.4288995839942947e-05	-1.7686106023701265e-01	3.5384904194778275e+00	3.7783811634994890e-09
69632	1.8888888888888889e+02	-1.7108960590522110e-05	1.5844339515739408e-05	-2.2475816425486885e-05	-4.3898078956029044e-14	1.4881455401191738e-08	5.1200000000000030e+08	1.5693711081673743e-10	1.4881455401256485e-08	1.7108960590522110e-05	1.6389082556780674e+00	1.4933031301927047e-01	-3.0918112663280706e-03
73728	2.0000000000000000e+02	-2.0988094821625808e-05	2.1296672511696146e-05	-3.9507937547380808e-05	-7.7163940522228084e-14	1.4816890900691418e-08	5.1200000000000036e+08	1.5516700649544064e-10	1.4816890900892345e-08	2.1296672511696146e-05	-2.8794616780053053e+00	-6.5411588658760778e-01	1.0394942757512204e-01
77824	2.1111111111111111e+02	-2.4908294019198446e-05	1.7733566937121192e-05	-2.5620935842794414e-05	-5.0040890317957808e-14	1.3500599103209644e-08	5.1200000000000036e+08	1.5126227287622795e-10	1.3500599103302384e-08	2.4908294019198446e-05	-7.7262447323845285e-01	-1.0099789182205150e+00	4.0982888194207590e-09
81920	2.2222222222222223e+02	-1.8974332774882030e-05	2.0773557528219744e-05	1.4233070955345302e-05	2.7798966709658777e-14	1.0535007900355164e-08	5.1200000000000030e+08	1.1047887397807153e-10	1.0535007900391841e-08	2.0773557528219744e-05	1.4167402636596416e-01	-6.5959037939597565e-01	1.8849111792740736e-02
86016	2.3333333333333331e+02	-1.7476160910894628e-05	1.5439846024232345e-05	6.0045962744803379e-06	1.1727727098594401e-14	6.8903194932652602e-09	5.1200000000000036e+08	7.0838132781720077e-11	6.8903194932752401e-09	1.7476160910894628e-05	-2.7544240195419345e-02	-1.3348984448672718e-01	-8.0086604844356035e-03
90112	2.4444444444444443e+02	-1.0152781995020205e-05	1.4738238183015229e-05	-2.4905377992218814e-04	-4.8643316391052337e-13	3.4013014099049070e-09	5.1200000000000036e+08	3.2726067152428421e-11	3.4013014446882430e-09	1.4738238183015229e-05	-2.7029624421541032e-01	3.1126562487549025e-02	1.3860622427586122e-08
94208	2.5555555555555554e+02	-1.5959071680175102e-05	1.5175609943282597e-05	6.5945776198462282e-05	1.2880034413762155e-13	1.3887278771003592e-09	5.1200000000000036e+08	1.3740767347410692e-11	1.3887278830732819e-09	1.5959071680175102e-05	1.2926264561564427e-02	-7.0005730657018983e-03	8.6343802432270467e-04
98304	2.6666666666666663e+02	-1.6683191776348250e-05	1.5422951260359724e-05	-8.9640583153753838e-06	-1.7507926397217533e-14	8.1408715640789467e-10	5.1200000000000036e+08	9.3133309205613157e-12	8.1408715659615922e-10	1.6683191776348250e-05	-2.8271913474280264e-02	1.9213797361878282e-02	-4.8411643983063621e-03
102400	2.7777777777777777e+02	-9.6576430656560019e-06	1.3968250787827624e-05	6.0341313305404853e-06	1.1785412754961877e-14	7.3680323629210421e-10	5.1200000000000036e+08	8.4745070368571760e-12	7.3680323638636000e-10	1.3968250787827624e-05	-3.7233610624277935e-04	-7.0674443907934315e-03	-8.3631245817450406e-09
106496	2.8888888888888886e+02	-1.7757226085407529e-05	1.5580241512755388e-05	-1.5764241597985206e-05	-3.0789534371064830e-14	6.1890850334596525e-10	5.1200000000000036e+08	6.8844300848685034e-12	6.1890850411182593e-10	1.7757226085407529e-05	5.5151387401135010e-03	-7.2697426743793536e-03	5.2891095098719920e-04
110592	3.0000000000000000e+02	-1.4215370499656710e-05	1.5040743132476581e-05	-8.3838256570147641e-06	-1.6374659486356951e-14	4.7723815907548584e-10	5.1200000000000030e+08	5.3040948373627917e-12	4.7723815935640372e-10	1.5040743132476581e-05	-9.2830783923540106e-03	-8.8752977667005684e-03	-1.8293061967988855e-08
114688	3.1111111111111109e+02	-1.1838889958724896e-05	1.4614688676788806e-05	-2.5129352255612477e-06	-4.9080766124243089e-15	3.3483508260899404e-10	5.1200000000000030e+08	3.6163619720459556e-12	3.3483508264496580e-10	1.4614688676788806e-05	-6.4608310254078982e-03	-5.2355716717787659e-04	6.6917081875672579e-09
118784	3.2222222222222223e+02	-1.7730965401335785e-05	1.5152516723564158e-05	-5.0550037095781615e-06	-9.8730541202698399e-15	2.2671192599384252e-10	5.1200000000000036e+08	2.0962832718335626e-12	2.2671192620882283e-10	1.7730965401335785e-05	4.0635883234753367e-04	2.2042651568354721e-04	1.2761243385782991e-03
122880	3.3333333333333331e+02	-9.8784510685658022e-06	1.3849063823595520e-05	-1.7680659219786201e-05	-3.4532537538644901e-14	3.3869668054431439e-10	5.1200000000000036e+08	2.4409229442989474e-12	3.3869668230473335e-10	1.3849063823595520e-05	-9.9902348745637276e-03	5.5635896886716107e-02	5.1817996074565720e-09
126976	3.4444444444444446e+02	-1.5601035997101637e-05	1.4359000052508591e-05	-7.7057028787504130e-06	-1.5050200935059391e-14	4.7392074427140232e-10	5.1200000000000030e+08	4.4694828168469206e-12	4.7392074451037532e-10	1.5601035997101637e-05	-1.3121205822192835e-02	3.2530455165548505e-03	1.1649999825946722e-08
131072	3.5555555555555554e+02	-1.3488313947877112e-05	1.4375874938743483e-05	4.9120067147600404e-05	9.5937631147656987e-14	5.9854031880364606e-10	5.1200000000000030e+08	6.0015934392596559e-12	5.9854032649237536e-10	1.4375874938743483e-05	-2.5077803654021569e-02	7.1319464080306927e-03	6.5940223836769007e-09
135168	3.6666666666666663e+02	-1.2613397514765756e-05	1.3748632291889912e-05	9.3542810938491245e-04	1.8270080261424059e-12	1.9813502775635350e-09	5.1200000000000036e+08	2.1989990008482256e-11	1.9813511199076821e-09	1.3748632291889912e-05	5.9678745882285167e-02	1.0307153387197421e-01	-3.0768824599292088e-08
139264	3.7777777777777777e+02	-1.3762299794533445e-05	1.3635464387325158e-05	6.5667860898513441e-05	1.2825754081740900e-13	3.0089353362960582e-09	5.1200000000000030e+08	3.5775446298591153e-11	3.0089353390295824e-09	1.3762299794533445e-05	-1.9183448696328487e-02	-5.0134798683158177e-02	1.3725825254162771e-08
143360	3.8888888888888886e+02	-1.2868612678948455e-05	1.2770382391204260e-05	3.4897391235013016e-05	6.8158967255884743e-14	2.8279839765257032e-09	5.1200000000000036e+08	3.3461308733640650e-11	2.8279839773470737e-09	1.2868612678948455e-05	-1.9940657303801657e-01	-7.1468019304403718e-03	-1.0916767601010235e-08
147456	4.0000000000000000e+02	-9.2168761983354996e-06	1.2793751583459190e-05	-3.7760851149377342e-06	-7.3751662401127568e-15	3.1649152467685867e-09	5.1200000000000036e+08	3.7295918004742678e-11	3.1649152467771794e-09	1.2793751583459190e-05	-4.6765947022400001e-02	9.1170496657764222e-03	1.8436704385393909e-09
151552	4.1111111111111109e+02	-1.2284148462212569e-05	1.2380738527819832e-05	4.8454950423956571e-05	9.4638575047152828e-14	2.4794276584717266e-09	5.1199999999803805e+08	2.8962399778428269e-11	2.4794276602778817e-09	1.2380738527819832e-05	6.8878385735118686e-01	-1.7851321129607740e+00	-5.9366061233578904e-09
155648	4.2222222222222223e+02	-1.0096295765553778e-05	1.0990956450842790e-05	1.1624088997067144e-05	2.2703298822396752e-14	1.6978975900805032e-09	5.1200000000000036e+08	2.0018640760390595e-11	1.6978975902322908e-09	1.0990956450842790e-05	-2.4534071077316533e-02	-1.3340464059031332e-02	2.4564966616402728e-08
159744	4.3333333333333331e+02	-8.7186973954985619e-06	7.3492944324647647e-06	7.2014804359428353e-05	1.4065391476450840e-13	1.1703274967554095e-09	5.1200000000000036e+08	1.3719802066799976e-11	1.1703275052075410e-09	8.7186973954985619e-06	-2.7613464017425371e-02	-8.9217766802696108e-03	-6.0652771971536623e-09
163840	4.4444444444444446e+02	-5.7828526534378383e-06	2.0561230109523987e-06	2.3197720088182690e-04	4.5308047047231786e-13	7.0039390190748614e-10	5.1200000000000036e+08	7.8603980808570531e-12	7.0039404845494371e-10	5.7828526534378383e-06	-5.1779642381741819e-03	-2.8676293134453079e-03	-3.9871842355543308e-09
167936	4.5555555555555554e+02	-9.5792765422565533e-06	3.1985091083065569e-06	7.3760547667903268e-05	1.4406356966387348e-13	4.0368892698197639e-10	5.1200000000000036e+08	3.9963764667086432e-12	4.0368895268779845e-10	9.5792765422565533e-06	9.2837384663263106e-03	4.3722430209248674e-03	-1.0437135836149913e-08
172032	4.6666666666666663e+02	-7.5362091409014731e-06	3.3708474174885469e-06	1.1045989745403788e-04	2.1574198721491757e-13	1.8878198003565549e-10	5.1200000000000036e+08	2.0253260971057617e-12	1.8878210331169551e-10	7.5362091409014731e-06	7.7587525936683929e-04	2.7690316395420703e-03	-8.4180761250607361e-09
176128	4.7777777777777777e+02	-7.2917672304692420e-06	2.8736816851606013e-06	1.3743240547303259e-04	2.6842266693951657e-13	1.3550935510620593e-10	5.1200000000000036e+08	1.2492717741171127e-12	1.3550962095743588e-10	7.2917672304692420e-06	2.1255835032979800e-03	-1.6783386256048055e-04	1.3763232165064920e-08
180224	4.8888888888888886e+02	-7.1800362104910628e-06	2.9559457419589368e-06	1.5369439303450420e-04	3.0018436139551580e-13	2.9354140781156669e-10	5.1200000000000036e+08	2.2885087749988045e-12	2.9354156130035033e-10	7.1800362104910628e-06	3.9003572956745891e-04	-1.6609488566992833e-04	3.5902488759731455e-09
184320	5.0000000000000000e+02	-7.1220138263970896e-06	3.0671134077170717e-06	1.4382954777497061e-04	2.8091708549798928e-13	4.5857407556078457e-10	5.1200000000000036e+08	4.9098520249357086e-12	4.5857416160402788e-10	7.1220138263970896e-06	3.5424909104923193e-03	3.6092349064023987e-03	6.4568717872415249e-09
188416	5.1111111111111109e+02	-7.1792336085309098e-06	3.2071856238603293e-06	1.7113518174085852e-04	3.3424840183761404e-13	4.7873991588391960e-10	5.1200000000000036e+08	5.5203677586912874e-12	4.7874003256729697e-10	7.1792336085309098e-06	1.8189414886884414e-03	-2.9769207685692800e-02	1.8359228026731955e-09
192512	5.2222222222222217e+02	-7.2229933223422194e-06	3.2818015682873833e-06	2.0606660193944878e-04	4.0247383191298561e-13	4.6845321598039609e-10	5.1200000000000036e+08	5.1214965594205471e-12	4.6845338887402777e-10	7.2229933223422194e-06	1.2050008737320664e-02	-2.4752018567707243e-02	6.5441266294818945e-09
196608	5.3333333333333326e+02	-7.7461188706376069e-06	3.5474839499942401e-06	2.2369051186666943e-04	4.3689553098958844e-13	4.0685125241234935e-10	5.1200000000000036e+08	4.4054807902486622e-12	4.0685148699150923e-10	7.7461188706376069e-06	1.7648780218879528e-02	-1.0957350647271408e-03	-7.7285311761432496e-09
200704	5.4444444444444446e+02	-7.2616863155492567e-06	3.7511433393306107e-06	2.4447820419952118e-04	4.7749649257718949e-13	3.8022060670947525e-10	5.1200000000000036e+08	4.0010992961860588e-12	3.8022090653910902e-10	7.2616863155492567e-06	-1.2758938822812760e-03	-8.4146702763218846e-03	4.6366724903990075e-09
204800	5.5555555555555554e+02	-6.9709541049515350e-06	3.5716739621703165e-06	2.6603112171723483e-04	5.1959203460397391e-13	4.8735144411276504e-10	5.1200000000000036e+08	4.8573945286708546e-12	4.8735172109543227e-10	6.9709541049515350e-06	3.4877259040416164e-03	-1.1847908690914150e-03	-1.0978162823249704e-10
208896	5.6666666666666663e+02	-7.1914840224316517e-06	3.7537599484435864e-06	2.8621509353627566e-04	5.5901385456303801e-13	6.0020262946146839e-10	5.1200000000000036e+08	6.0303496828439492e-12	6.0020288978723716e-10	7.1914840224316517e-06	1.2502711777235498e-02	4.5901619575224456e-03	-6.0066319695906145e-09
212992	5.7777777777777771e+02	-7.2040992674582069e-06	3.5517874417325540e-06	3.0720010617556057e-04	6.0000020737414137e-13	5.6505643134449671e-10	5.1200000000000036e+08	5.6443932934976477e-12	5.6505674989688140e-10	7.2040992674582069e-06	2.3058362933412777e-02	-8.2323058620934128e-03	1.6825274229415044e-09
217088	5.8888888888888891e+02	-7.3339306654548499e-06	3.8032761375023268e-06	3.2977149927117206e-04	6.4408495951400749e-13	4.2467247201152389e-10	5.1200000000000036e+08	4.2563929152311152e-12	4.2467296044110652e-10	7.3339306654548499e-06	2.1967012512875347e-03	-7.5932724201759061e-04	5.7912539208615499e-09
221184	6.0000000000000000e+02	-7.2774927564783938e-06	3.6812652544184268e-06	3.5020405398706732e-04	6.8399229294349043e-13	2.5362309552532921e-10	5.1200000000000036e+08	2.5888201164818753e-12	2.5362401784789046e-10	7.2774927564783938e-06	4.5853811087641014e-04	-7.3156043293491624e-05	4.1237242509595262e-09
