# 1:iteration	2:time	3:admconstraints::mcx.min	4:admconstraints::mcx.max	5:admconstraints::mcx.sum	6:admconstraints::mcx.avg	7:admconstraints::mcx.stddev	8:admconstraints::mcx.volume	9:admconstraints::mcx.L1norm	10:admconstraints::mcx.L2norm	11:admconstraints::mcx.maxabs	12:admconstraints::mcx.sumloc[0]	13:admconstraints::mcx.sumloc[1]	14:admconstraints::mcx.sumloc[2]	15:admconstraints::mcy.min	16:admconstraints::mcy.max	17:admconstraints::mcy.sum	18:admconstraints::mcy.avg	19:admconstraints::mcy.stddev	20:admconstraints::mcy.volume	21:admconstraints::mcy.L1norm	22:admconstraints::mcy.L2norm	23:admconstraints::mcy.maxabs	24:admconstraints::mcy.sumloc[0]	25:admconstraints::mcy.sumloc[1]	26:admconstraints::mcy.sumloc[2]	27:admconstraints::mcz.min	28:admconstraints::mcz.max	29:admconstraints::mcz.sum	30:admconstraints::mcz.avg	31:admconstraints::mcz.stddev	32:admconstraints::mcz.volume	33:admconstraints::mcz.L1norm	34:admconstraints::mcz.L2norm	35:admconstraints::mcz.maxabs	36:admconstraints::mcz.sumloc[0]	37:admconstraints::mcz.sumloc[1]	38:admconstraints::mcz.sumloc[2]
40960	1.1111111111111111e+02	-9.0745567949341656e-06	9.0745571813410196e-06	-6.6086808199255706e-14	-1.2907579726417122e-22	1.8992770286953876e-09	5.1200000000000030e+08	1.6937658464824090e-11	1.8992770286953876e-09	9.0745571813410196e-06	-8.1893770767918483e-01	-2.0381819445901064e+00	-1.0266940630998533e-09	-8.7292977146116700e-06	8.7292983536478708e-06	3.8337754737320651e-14	7.4878427221329348e-23	2.8059065758612907e-09	5.1200000000000030e+08	2.2728753412766563e-11	2.8059065758612907e-09	8.7292983536478708e-06	1.2135293180920748e+00	5.6194694534384659e-01	2.6931534780061384e-10	-8.0688671591210630e-06	8.0688667897476570e-06	7.4833132346233209e-14	1.4615846161373664e-22	1.3335381483329554e-09	5.1200000000000030e+08	1.2479586661893386e-11	1.3335381483329554e-09	8.0688671591210630e-06	1.4133237358215922e-08	1.5241245515662527e-08	3.8314748930621795e-01
45056	1.2222222222222221e+02	-9.0403990375769392e-06	9.0403994785756714e-06	-5.7536728880662816e-14	-1.1237642359504449e-22	1.6565217708974784e-09	5.1200000000000036e+08	1.4729138975465475e-11	1.6565217708974784e-09	9.0403994785756714e-06	-1.1053361935473251e-01	1.5204346654478069e+00	-1.0783691833701758e-05	-8.3718585650730945e-06	8.3718588083957227e-06	-5.0858433133307845e-15	-9.9332877213491817e-24	2.5668878992929601e-09	5.1200000000000036e+08	2.0113736617943429e-11	2.5668878992929601e-09	8.3718588083957227e-06	-1.5429866485354475e+00	-7.0552496593884817e-01	5.7198592246864022e-05	-7.9088067412447809e-06	7.9088065657667558e-06	-7.2957871704746810e-14	-1.4249584317333350e-22	1.0961823975714544e-09	5.1200000000000036e+08	9.6776618516826470e-12	1.0961823975714544e-09	7.9088067412447809e-06	-2.4129629135727360e-05	-9.0178147170161260e-06	1.9482659360925497e-01
49152	1.3333333333333331e+02	-8.4302826430695281e-06	8.4302825971161696e-06	-1.0340393397491408e-13	-2.0196080854475393e-22	1.3179685308878994e-09	5.1200000000000030e+08	1.0619696056874078e-11	1.3179685308878994e-09	8.4302826430695281e-06	1.2104312645361465e-02	5.6563752906900944e-01	-2.3063476545237549e-09	-7.2328882890645812e-06	7.2328889414370938e-06	9.0105826717080256e-14	1.7598794280679727e-22	2.1811244827928390e-09	5.1200000000000030e+08	1.5625157771576951e-11	2.1811244827928390e-09	7.2328889414370938e-06	3.4651642683625383e-01	-1.1736606939159804e+00	2.2524019732683698e-09	-7.4648094121799995e-06	7.4648092502061309e-06	2.7291159309110642e-14	5.3303045525606693e-23	8.4246205855950330e-10	5.1200000000000030e+08	7.3676032244265519e-12	8.4246205855950330e-10	7.4648094121799995e-06	-6.3967908747741831e-10	1.2811487482000672e-08	4.1793017934373206e-01
53248	1.4444444444444443e+02	-8.9731411265508061e-06	8.9731403907023833e-06	1.4629220381476900e-14	2.8572696057572049e-23	7.6115575225060064e-10	5.1200000000000042e+08	5.8593898304603772e-12	7.6115575225060064e-10	8.9731411265508061e-06	7.8137843785754474e-02	1.0083192180310692e-01	7.2102949142012485e-06	-8.0244013537649926e-06	8.0244018174549820e-06	3.8525885837103514e-14	7.5245870775592736e-23	1.4409912590824731e-09	5.1200000000000042e+08	8.9023139727037419e-12	1.4409912590824731e-09	8.0244018174549820e-06	2.7243549199640649e-01	-6.2474197318919988e-01	3.6788651085035984e-05	-7.6884326428552419e-06	7.6884328890033332e-06	1.4490230321645469e-13	2.8301231096963784e-22	4.9351376040311705e-10	5.1200000000000042e+08	4.0912572597249113e-12	4.9351376040311705e-10	7.6884328890033332e-06	2.1070805227382805e-05	3.2770423772948698e-05	-1.6137217411988591e-02
57344	1.5555555555555554e+02	-8.7030767031366311e-06	8.7030767827460408e-06	2.1218027606174222e-13	4.1441460168308999e-22	2.4744655467792479e-10	5.1200000000000036e+08	2.4326647521009161e-12	2.4744655467792479e-10	8.7030767827460408e-06	3.3888355823565253e-02	-7.7381663587736543e-03	3.0014938181073710e-06	-8.5603346926909232e-06	8.5603342745425310e-06	7.2157235834211311e-14	1.4093210123869387e-22	4.3212599678377594e-10	5.1200000000000036e+08	4.1596103862365350e-12	4.3212599678377594e-10	8.5603346926909232e-06	7.8301072743078987e-02	-1.7267199338070721e-01	3.8320157228974305e-06	-8.1705507529295427e-06	8.1705509107910493e-06	1.2761465298936122e-14	2.4924736911984596e-23	2.0768005433680398e-10	5.1200000000000036e+08	1.9374518035732496e-12	2.0768005433680398e-10	8.1705509107910493e-06	-2.3711517210922572e-05	7.4626862126059290e-05	-1.6034531936810776e-03
61440	1.6666666666666666e+02	-7.7003642319753580e-06	7.7003642151629618e-06	-1.4694720041683713e-13	-2.8700625081413482e-22	1.2233932406821928e-10	5.1200000000000036e+08	1.1205507684065615e-12	1.2233932406821928e-10	7.7003642319753580e-06	9.0471802039734303e-03	4.0208879084020585e-02	-2.9614749562541232e-06	-8.8461717304689969e-06	8.8461710869484766e-06	6.8341101685078301e-14	1.3347871422866845e-22	9.1423429135074762e-10	5.1200000000000036e+08	3.6275960837371051e-12	9.1423429135074762e-10	8.8461717304689969e-06	4.8531614194701561e-02	-4.9762138114215837e-01	3.6217375754248743e-06	-7.6833917329726836e-06	7.6833924527107158e-06	4.0408195910293437e-14	7.8922257637291817e-23	3.5170689324616962e-10	5.1200000000000036e+08	1.4551175578810838e-12	3.5170689324616962e-10	7.6833924527107158e-06	1.1817663814889245e-06	3.9051372824686070e-06	-2.3291489576604100e-02
65536	1.7777777777777777e+02	-7.0942626379347626e-06	7.0942625788740368e-06	7.8547127027421559e-15	1.5341235747543262e-23	7.7307938190596900e-10	5.1200000000000036e+08	5.4906187780849818e-12	7.7307938190596900e-10	7.0942626379347626e-06	2.5629718149671898e-01	-1.1368669577222690e-01	8.8122413532953914e-10	-8.2655991211734992e-06	8.2655990722487983e-06	-1.1297085771196091e-13	-2.2064620646867351e-22	5.2618742912337292e-09	5.1200000000000036e+08	3.4323201735165413e-11	5.2618742912337292e-09	8.2655991211734992e-06	-1.7584780515251455e-01	2.1815115243111127e+00	6.2553935364917379e-09	-7.1546027988768530e-06	7.1546031466872853e-06	1.0017513077734130e-13	1.9565455229949461e-22	2.3986081064602707e-09	5.1200000000000036e+08	1.6241155998349024e-11	2.3986081064602707e-09	7.1546031466872853e-06	-1.2797675086329008e-08	4.4907393359494563e-09	-3.2099670605052490e+00
69632	1.8888888888888889e+02	-8.0540056882662400e-06	8.0540055171385457e-06	-6.2963638480535017e-14	-1.2297585640729489e-22	2.5201278170684730e-09	5.1200000000000030e+08	1.9077874572284549e-11	2.5201278170684730e-09	8.0540056882662400e-06	1.1134292278703057e+00	-3.7167034159860873e-01	1.1415393907920901e-09	-8.5085384529541200e-06	8.5085381647249339e-06	-1.0134368387884618e-13	-1.9793688257587133e-22	6.1317139002172496e-09	5.1200000000000030e+08	5.6710331939422334e-11	6.1317139002172496e-09	8.5085384529541200e-06	-4.5863125379713319e+00	3.4253637050023271e+00	6.7207532872259890e-09	-7.9007693723460266e-06	7.9007693281577052e-06	6.2868872434396206e-14	1.2279076647343002e-22	2.8196382755594949e-09	5.1200000000000030e+08	2.5963830890849933e-11	2.8196382755594949e-09	7.9007693723460266e-06	-4.1630520697388818e-09	-1.3883696581284966e-08	-3.9061190224543467e+00
73728	2.0000000000000000e+02	-8.5238072391729820e-06	8.5238071801886163e-06	1.4027525953416893e-13	2.7397511627767352e-22	3.3006412791781512e-09	5.1200000000000036e+08	3.3298121079730833e-11	3.3006412791781512e-09	8.5238072391729820e-06	-2.1758044518989230e+00	6.4465827068860138e-01	1.5969894295864151e-09	-6.9960354910208274e-06	6.9960357733397022e-06	1.1401524255966189e-13	2.2268602062433946e-22	5.6268803659016080e-09	5.1200000000000036e+08	4.9850658357850004e-11	5.6268803659016080e-09	6.9960357733397022e-06	-1.8398160758506910e+00	-9.7054404219122610e+00	-3.8557825543517055e-09	-7.4737778889905819e-06	7.4737777770147736e-06	6.0706675146862676e-14	1.1856772489621607e-22	2.9715890436851872e-09	5.1200000000000036e+08	2.7699480600165587e-11	2.9715890436851872e-09	7.4737778889905819e-06	9.3397534151051786e-09	1.2459516196550169e-08	-1.0611477609339381e+01
77824	2.1111111111111111e+02	-8.1430450293774146e-06	8.1430448268443135e-06	6.3821560883359219e-16	1.2465148610031089e-24	2.9562354917768002e-09	5.1200000000000036e+08	2.9255487279211924e-11	2.9562354917768002e-09	8.1430450293774146e-06	5.9512416545503335e+00	1.4653856410594925e+00	8.9080984810863129e-09	-7.1281230875798008e-06	7.1281229834544675e-06	7.3914263381755219e-15	1.4436379566749056e-23	4.9130198634049098e-09	5.1200000000000036e+08	4.8171090147259044e-11	4.9130198634049098e-09	7.1281230875798008e-06	-1.0371557496185217e+00	-1.5219950136582618e+01	-6.6170742218929490e-09	-7.3502644631033466e-06	7.3502648205491556e-06	-8.4241001083477582e-14	-1.6453320524116705e-22	2.3601194388556485e-09	5.1200000000000036e+08	2.3953567539073744e-11	2.3601194388556485e-09	7.3502648205491556e-06	6.6711122737039830e-10	1.6370010902377885e-08	-3.0800965128512514e+00
81920	2.2222222222222223e+02	-8.6207660671366962e-06	8.6207669915133807e-06	-5.3036066749272137e-14	-1.0358606786967209e-22	2.7819109172784582e-09	5.1200000000000030e+08	2.8157963497793790e-11	2.7819109172784582e-09	8.6207669915133807e-06	-8.4294913210636722e+00	-2.8313609755091673e-01	2.1487623668936529e-05	-7.5732539103601964e-06	7.5732544522346344e-06	-4.6664197029047672e-15	-9.1141009822358686e-24	3.6299235704178186e-09	5.1200000000000030e+08	3.2360882358938131e-11	3.6299235704178186e-09	7.5732544522346344e-06	-1.3212324021763990e+00	6.0032094123725148e+00	1.6302499254994274e-05	-7.6599204900306225e-06	7.6599205042614502e-06	-1.3215288950229210e-13	-2.5811111230916413e-22	1.9347092558980753e-09	5.1200000000000030e+08	1.8163101704679453e-11	1.9347092558980753e-09	7.6599205042614502e-06	-6.6326066107569304e-05	1.3411516881722818e-05	1.2834887902430085e+00
86016	2.3333333333333331e+02	-7.6064920044648671e-06	7.6064921072778152e-06	-2.4601607778946058e-14	-4.8050015193253984e-23	2.1958043240976869e-09	5.1200000000000036e+08	2.1833644703617326e-11	2.1958043240976869e-09	7.6064921072778152e-06	3.1279131578363475e+00	-1.8107182165609579e+00	4.6396206511256644e-05	-8.4873050892317357e-06	8.4873050052981906e-06	-5.8366987187429692e-14	-1.1399802185044853e-22	2.0959088437200635e-09	5.1200000000000036e+08	1.5292079296252353e-11	2.0959088437200635e-09	8.4873050892317357e-06	-7.0032121971184869e-01	-2.3324322876998205e-01	4.3915252362358714e-07	-7.6788057567487765e-06	7.6788056921361224e-06	-4.1080657484700994e-15	-8.0235659149806577e-24	1.3003495634100232e-09	5.1200000000000036e+08	1.1640440036795230e-11	1.3003495634100232e-09	7.6788057567487765e-06	-1.4003499382075901e-05	1.2404528807158366e-05	-1.7709260157453446e+00
90112	2.4444444444444443e+02	-6.5863875540749020e-06	6.5863881931534807e-06	1.2196347786417629e-13	2.3820991770346916e-22	1.3452448204941637e-09	5.1200000000000036e+08	1.0458675803450574e-11	1.3452448204941637e-09	6.5863881931534807e-06	6.2578649391000052e-01	-3.7421810169518288e-02	-1.1449384634820703e-09	-7.9053299195350946e-06	7.9053299876872283e-06	5.3984818189096312e-14	1.0543909802557866e-22	7.2256051636571082e-10	5.1200000000000036e+08	7.2475571005173783e-12	7.2256051636571082e-10	7.9053299876872283e-06	4.2382911324602052e-01	-1.8335169976130519e-01	1.8931259337939821e-11	-6.9937914182428772e-06	6.9937913287263068e-06	4.2501976229094868e-14	8.3011672322450861e-23	6.0287355017552742e-10	5.1200000000000036e+08	6.3477034859880250e-12	6.0287355017552742e-10	6.9937914182428772e-06	-1.6899805860282058e-08	2.2191546586447508e-09	-3.6037920517145006e-01
94208	2.5555555555555554e+02	-8.0555602832035975e-06	8.0555607126720531e-06	-5.6615536504810507e-14	-1.1057721973595795e-22	4.6718764256408862e-10	5.1200000000000036e+08	3.7035428431944149e-12	4.6718764256408862e-10	8.0555607126720531e-06	5.5422205076489017e-01	1.7605579024325443e-01	-1.1666304002323769e-06	-8.4421671462851819e-06	8.4421665875404454e-06	-4.5246816987858530e-14	-8.8372689429411124e-23	3.6373796879098675e-10	5.1200000000000036e+08	3.9973559224540224e-12	3.6373796879098675e-10	8.4421671462851819e-06	-7.4382357412840328e-02	6.2542729026657556e-02	-2.6935989425463935e-06	-7.7005301635075985e-06	7.7005302107838328e-06	-4.2130156717337490e-14	-8.2285462338549723e-23	2.9541169651632646e-10	5.1200000000000036e+08	2.8998699941212805e-12	2.9541169651632646e-10	7.7005302107838328e-06	7.3065108160963455e-07	-7.9634752793433794e-07	-1.5292280042590636e-01
98304	2.6666666666666663e+02	-8.4660869050480314e-06	8.4660870461567070e-06	8.5707754675162177e-14	1.6739795834992601e-22	1.9964412448210009e-10	5.1200000000000036e+08	2.1532417612035107e-12	1.9964412448210009e-10	8.4660870461567070e-06	-1.2632617897100312e-01	-3.8088856807985683e-01	7.7377354320180836e-06	-7.7747536219729256e-06	7.7747533613915708e-06	2.9850333833967950e-14	5.8301433269468614e-23	2.9236701942083668e-10	5.1200000000000036e+08	3.2870433533382833e-12	2.9236701942083668e-10	7.7747536219729256e-06	1.9969255387272844e-01	-3.3489859733203098e-01	8.4197426359136629e-06	-7.5879771148454124e-06	7.5879769103811550e-06	1.1135089661242522e-13	2.1748221994614288e-22	1.9355697184090774e-10	5.1200000000000036e+08	2.1471963838417981e-12	1.9355697184090774e-10	7.5879771148454124e-06	-4.7964474513551014e-06	-2.4429139830639546e-05	-8.2659545158119574e-02
102400	2.7777777777777777e+02	-8.0982940195579436e-06	8.0982936170194454e-06	1.6264940528996257e-14	3.1767461970695791e-23	1.8658978137314474e-10	5.1200000000000036e+08	2.0516438133119881e-12	1.8658978137314474e-10	8.0982940195579436e-06	5.3432509113930098e-02	-3.1450571440454728e-01	2.9697612216605940e-09	-6.7021998930521140e-06	6.7021998233543527e-06	8.7421782171622246e-14	1.7074566830394958e-22	2.6104332427368614e-10	5.1200000000000036e+08	3.0027681391924736e-12	2.6104332427368614e-10	6.7021998930521140e-06	-3.1200970739739313e-02	9.5973376379934972e-02	4.8362075594221565e-09	-7.0780288434832505e-06	7.0780285107977645e-06	4.4414694785091221e-14	8.6747450752131234e-23	1.7969038880053665e-10	5.1200000000000036e+08	2.0329801816840739e-12	1.7969038880053665e-10	7.0780288434832505e-06	1.1941936571557843e-09	-2.2689919609852893e-08	3.9446575699177075e-03
106496	2.8888888888888886e+02	-8.3832126322004560e-06	8.3832129107648234e-06	2.0737530241509474e-14	4.0502988752948161e-23	1.6525005439246630e-10	5.1200000000000036e+08	1.7685288828555258e-12	1.6525005439246630e-10	8.3832129107648234e-06	-3.7757594652230964e-01	4.3663210885824338e-01	-2.9248199739234648e-06	-8.0448945613087256e-06	8.0448948135955611e-06	5.4652430817518193e-15	1.0674302894046515e-23	2.1736432015356370e-10	5.1200000000000036e+08	2.3590167483586898e-12	2.1736432015356370e-10	8.0448948135955611e-06	5.6918684948571552e-02	6.8887690749400682e-02	-1.5999990021116350e-06	-7.8105114354503895e-06	7.8105113284786105e-06	-5.2642810633564765e-14	-1.0281798951868111e-22	1.4870094607509609e-10	5.1200000000000036e+08	1.5828716573265213e-12	1.4870094607509609e-10	7.8105114354503895e-06	-6.5236729584472464e-06	-1.3667975226505646e-05	9.2559729098963921e-03
