# 1:iteration	2:time	3:patch	4:level	5:i	6:j	7:k	8:x	9:y	10:z	11:u_err	12:rho_err
972	1.4999999999999702e+00	0	0	162	162	-3	-2.2204460492503131e-16	-2.2204460492503131e-16	-4.0740740740740744e+00	1.1796429375183725e-37	4.6443031163021937e-36
972	1.4999999999999702e+00	0	0	162	162	-2	-2.2204460492503131e-16	-2.2204460492503131e-16	-4.0493827160493829e+00	4.9296333218691484e-39	2.5969137460930856e-36
972	1.4999999999999702e+00	0	0	162	162	-1	-2.2204460492503131e-16	-2.2204460492503131e-16	-4.0246913580246915e+00	-9.2376401797115979e-39	-3.5352483862007536e-37
972	1.4999999999999702e+00	0	0	162	162	0	-2.2204460492503131e-16	-2.2204460492503131e-16	-4.0000000000000000e+00	1.2284130361116991e-39	-1.3900083314324048e-37
972	1.4999999999999702e+00	0	0	162	162	1	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.9753086419753085e+00	2.5681489679467601e-40	-3.4898754223782818e-37
972	1.4999999999999702e+00	0	0	162	162	2	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.9506172839506171e+00	-1.7056637815804806e-38	-6.4136700069305662e-37
972	1.4999999999999702e+00	0	0	162	162	3	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.9259259259259260e+00	1.3312027883827793e-38	5.1019025719978714e-36
972	1.4999999999999702e+00	0	0	162	162	4	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.9012345679012346e+00	2.3001157281164302e-37	8.7004265869328353e-36
972	1.4999999999999702e+00	0	0	162	162	5	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.8765432098765431e+00	-8.3102778174607938e-38	-5.6470137421510660e-35
972	1.4999999999999702e+00	0	0	162	162	6	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.8518518518518521e+00	-2.2983816947970463e-36	-7.2378980533213499e-35
972	1.4999999999999702e+00	0	0	162	162	7	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.8271604938271606e+00	3.2103851442238982e-36	7.9578844504458364e-34
972	1.4999999999999702e+00	0	0	162	162	8	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.8024691358024691e+00	3.6607476600884255e-35	1.3907717190908881e-33
972	1.4999999999999702e+00	0	0	162	162	9	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.7777777777777777e+00	5.8278868158112026e-36	-6.6865517417603526e-33
972	1.4999999999999702e+00	0	0	162	162	10	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.7530864197530862e+00	-2.3026740923635549e-34	-4.9557678459415294e-33
972	1.4999999999999702e+00	0	0	162	162	11	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.7283950617283952e+00	7.6664234106717832e-34	1.2432006537376576e-31
972	1.4999999999999702e+00	0	0	162	162	12	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.7037037037037037e+00	6.3670757285998798e-33	2.7872861174809271e-31
972	1.4999999999999702e+00	0	0	162	162	13	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.6790123456790123e+00	8.2443396215425327e-33	-4.2372918616570055e-31
972	1.4999999999999702e+00	0	0	162	162	14	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.6543209876543212e+00	1.1800136338898419e-34	8.3089658978131218e-31
972	1.4999999999999702e+00	0	0	162	162	15	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.6296296296296298e+00	2.0446122361005372e-31	2.1336107112591765e-29
972	1.4999999999999702e+00	0	0	162	162	16	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.6049382716049383e+00	1.2775762904137043e-30	6.4755231568691025e-29
972	1.4999999999999702e+00	0	0	162	162	17	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.5802469135802468e+00	3.2744749199379914e-30	7.7238411744146406e-29
972	1.4999999999999702e+00	0	0	162	162	18	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.5555555555555554e+00	8.6867773616082020e-30	5.2244216859796544e-28
972	1.4999999999999702e+00	0	0	162	162	19	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.5308641975308643e+00	5.5121509306098794e-29	4.1027514528547019e-27
972	1.4999999999999702e+00	0	0	162	162	20	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.5061728395061729e+00	2.7652588310359206e-28	1.4895830363696276e-26
972	1.4999999999999702e+00	0	0	162	162	21	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.4814814814814814e+00	9.1985174486663956e-28	3.8434940515429389e-26
972	1.4999999999999702e+00	0	0	162	162	22	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.4567901234567904e+00	2.9990190360574943e-27	1.5584724477708455e-25
972	1.4999999999999702e+00	0	0	162	162	23	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.4320987654320989e+00	1.3065305200455992e-26	7.9084783865006235e-25
972	1.4999999999999702e+00	0	0	162	162	24	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.4074074074074074e+00	5.6103914464381572e-26	2.9914744778689324e-24
972	1.4999999999999702e+00	0	0	162	162	25	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.3827160493827160e+00	1.9906122339106965e-25	9.2481939847130440e-24
972	1.4999999999999702e+00	0	0	162	162	26	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.3580246913580245e+00	6.6843233451126811e-25	3.2550455680656562e-23
972	1.4999999999999702e+00	0	0	162	162	27	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.3333333333333335e+00	2.4876143373293627e-24	1.3204235335391930e-22
972	1.4999999999999702e+00	0	0	162	162	28	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.3086419753086420e+00	9.4761765363991490e-24	4.8125527613673931e-22
972	1.4999999999999702e+00	0	0	162	162	29	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.2839506172839505e+00	3.2906146974591271e-23	1.5278237184185830e-21
972	1.4999999999999702e+00	0	0	162	162	30	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.2592592592592595e+00	1.0729482314801384e-22	4.9114695039310503e-21
972	1.4999999999999702e+00	0	0	162	162	31	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.2345679012345681e+00	3.5886779421782423e-22	1.7125748166158255e-20
972	1.4999999999999702e+00	0	0	162	162	32	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.2098765432098766e+00	1.2275486981920169e-21	5.7916273716225754e-20
972	1.4999999999999702e+00	0	0	162	162	33	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.1851851851851851e+00	4.0072666477655203e-21	1.7720608100886738e-19
972	1.4999999999999702e+00	0	0	162	162	34	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.1604938271604937e+00	1.2301607360581196e-20	5.2032584734705809e-19
972	1.4999999999999702e+00	0	0	162	162	35	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.1358024691358026e+00	3.7206310383764471e-20	1.5838387986729797e-18
972	1.4999999999999702e+00	0	0	162	162	36	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.1111111111111112e+00	1.1375231069194616e-19	4.8367418303190231e-18
972	1.4999999999999702e+00	0	0	162	162	37	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.0864197530864197e+00	3.3963753959317987e-19	1.3718965231733067e-17
972	1.4999999999999702e+00	0	0	162	162	38	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.0617283950617287e+00	9.5664392970130761e-19	3.6004866916574848e-17
972	1.4999999999999702e+00	0	0	162	162	39	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.0370370370370372e+00	2.5749276548302458e-18	9.3197138004275131e-17
972	1.4999999999999702e+00	0	0	162	162	40	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.0123456790123457e+00	6.8490324887800605e-18	2.4426806149815678e-16
972	1.4999999999999702e+00	0	0	162	162	41	-2.2204460492503131e-16	-2.2204460492503131e-16	-2.9876543209876543e+00	1.7931662368396750e-17	6.0552373224189984e-16
972	1.4999999999999702e+00	0	0	162	162	42	-2.2204460492503131e-16	-2.2204460492503131e-16	-2.9629629629629628e+00	4.4205552811042328e-17	1.3093132398469612e-15
972	1.4999999999999702e+00	0	0	162	162	43	-2.2204460492503131e-16	-2.2204460492503131e-16	-2.9382716049382718e+00	9.9209457906532356e-17	2.4124322340959031e-15
972	1.4999999999999702e+00	0	0	162	162	44	-2.2204460492503131e-16	-2.2204460492503131e-16	-2.9135802469135803e+00	2.0309300212401131e-16	3.7961136294071058e-15
