0.000000 -4.62753037557965765e-08 3.083442638880693899e-07
0.142045 -4.627090400915426925e-08 3.089578164313553405e-07
0.284091 -4.62664115372897414e-08 3.095699423039598775e-07
0.426136 -4.626182481393402087e-08 3.101806229411687167e-07
0.568182 -4.625714227580480091e-08 3.107898395747829432e-07
0.710227 -4.625236245135162974e-08 3.113975730814737498e-07
0.852273 -4.624748367226274888e-08 3.120038041313113053e-07
0.994318 -4.624250428902446971e-08 3.126085130165781261e-07
1.136364 -4.623742249859334601e-08 3.132116797329558595e-07
1.278409 -4.62322362964667419e-08 3.138132840984999562e-07
1.420455 -4.622694393324501212e-08 3.144133055514610045e-07
1.562500 -4.622154345119052081e-08 3.150117230506557629e-07
1.704545 -4.621603319257182451e-08 3.156085155651108602e-07
1.846591 -4.621041112070965634e-08 3.162036614807061049e-07
1.988636 -4.62046754253367224e-08 3.167971389101237981e-07
2.130682 -4.619882424330525675e-08 3.173889256867938781e-07
2.272727 -4.61928555820585674e-08 3.179789992794422716e-07
2.414773 -4.618676723993689589e-08 3.185673369781405162e-07
2.556818 -4.618055727713110426e-08 3.191539152567878414e-07
2.698864 -4.617422368672382453e-08 3.197387105520604025e-07
2.840909 -4.616776438866441405e-08 3.203216990474562066e-07
2.982955 -4.616117694728689545e-08 3.209028563798284783e-07
3.125000 -4.6154459059491182e-08 3.214821578317030606e-07
3.267045 -4.614760877802580648e-08 3.220595782571244392e-07
3.409091 -4.614062354351590751e-08 3.226350921564431404e-07
3.551136 -4.613350107745634334e-08 3.232086736136441335e-07
3.693182 -4.612623893458151367e-08 3.237802964593802919e-07
3.835227 -4.611883483891185105e-08 3.243499339208690056e-07
3.977273 -4.611128650848598183e-08 3.249175588157702942e-07
4.119318 -4.610359113513447084e-08 3.254831436872392747e-07
4.261364 -4.609574618193052387e-08 3.260466604985834901e-07
4.403409 -4.60877493231392692e-08 3.266080806614528537e-07
4.545455 -4.607959754896695029e-08 3.271673753696782036e-07
4.687500 -4.60712883445808862e-08 3.277245154216533641e-07
4.829545 -4.606281875623135461e-08 3.282794709356833711e-07
4.971591 -4.60541861585178516e-08 3.28832211485870103e-07
5.113636 -4.604538755535689444e-08 3.293827063176953482e-07
5.255682 -4.603642015899188027e-08 3.299309241060944306e-07
5.397727 -4.602728090243462186e-08 3.304768331795654046e-07
5.539773 -4.601796686750505657e-08 3.310204012205927186e-07
5.681818 -4.600847493446106392e-08 3.315615953778665341e-07
5.823864 -4.599880198198414877e-08 3.321003822143953931e-07
5.965909 -4.598894483980341956e-08 3.326367280139990015e-07
6.107955 -4.597890029813594911e-08 3.331705981188050102e-07
6.250000 -4.596866484774069455e-08 3.337019575952797028e-07
6.392045 -4.595823520022454565e-08 3.342307709312488636e-07
6.534091 -4.594760790935398466e-08 3.347570018178417978e-07
6.676136 -4.593677941028932825e-08 3.352806135134992937e-07
6.818182 -4.592574604990219388e-08 3.358015686532422375e-07
6.960227 -4.591450429741513703e-08 3.36319829371144319e-07
7.102273 -4.590305047604389196e-08 3.368353569443978817e-07
7.244318 -4.589138078097397182e-08 3.373481119376486014e-07
7.386364 -4.587949139984518278e-08 3.378580546162960018e-07
7.528409 -4.586737832799089479e-08 3.38365144396749272e-07
7.670455 -4.585503750923236105e-08 3.388693400151816405e-07
7.812500 -4.584246491297823099e-08 3.393705994625596664e-07
7.954545 -4.582965613707055443e-08 3.398688800041036089e-07
8.096591 -4.581660705556040128e-08 3.40364138291150093e-07
8.238636 -4.580331349327317099e-08 3.40856330342039128e-07
8.380682 -4.578977084583104841e-08 3.413454111703102667e-07
8.522727 -4.577597454119484443e-08 3.418313350994786824e-07
