# 1:iteration	2:time	3:patch	4:level	5:i	6:j	7:k	8:x	9:y	10:z	11:u_err	12:rho_err
216	7.5000000000000000e-01	0	0	72	-3	72	-2.2204460492503131e-16	-4.1666666666666670e+00	-2.2204460492503131e-16	-6.8171930984805399e-44	-3.7049384250286680e-42
216	7.5000000000000000e-01	0	0	72	-2	72	-2.2204460492503131e-16	-4.1111111111111107e+00	-2.2204460492503131e-16	-4.0940669347272143e-45	-4.3515278710483307e-43
216	7.5000000000000000e-01	0	0	72	-1	72	-2.2204460492503131e-16	-4.0555555555555554e+00	-2.2204460492503131e-16	2.4540689138606139e-46	1.0490166638412850e-44
216	7.5000000000000000e-01	0	0	72	0	72	-2.2204460492503131e-16	-4.0000000000000000e+00	-2.2204460492503131e-16	4.9113284261375607e-47	4.6367641743176187e-45
216	7.5000000000000000e-01	0	0	72	1	72	-2.2204460492503131e-16	-3.9444444444444446e+00	-2.2204460492503131e-16	2.4540689138265273e-46	1.0490166638210323e-44
216	7.5000000000000000e-01	0	0	72	2	72	-2.2204460492503131e-16	-3.8888888888888888e+00	-2.2204460492503131e-16	-4.0940669347220069e-45	-4.3515278710311556e-43
216	7.5000000000000000e-01	0	0	72	3	72	-2.2204460492503131e-16	-3.8333333333333335e+00	-2.2204460492503131e-16	-6.8171930984339061e-44	-3.7049384250002626e-42
216	7.5000000000000000e-01	0	0	72	4	72	-2.2204460492503131e-16	-3.7777777777777777e+00	-2.2204460492503131e-16	4.9449171296884693e-43	6.5907357425608320e-41
216	7.5000000000000000e-01	0	0	72	5	72	-2.2204460492503131e-16	-3.7222222222222223e+00	-2.2204460492503131e-16	1.3825514492665419e-41	8.2730841857876850e-40
216	7.5000000000000000e-01	0	0	72	6	72	-2.2204460492503131e-16	-3.6666666666666665e+00	-2.2204460492503131e-16	-3.6876520095668120e-41	-8.3128471343271461e-39
216	7.5000000000000000e-01	0	0	72	7	72	-2.2204460492503131e-16	-3.6111111111111112e+00	-2.2204460492503131e-16	-2.2326380143283103e-39	-1.4122630339990921e-37
216	7.5000000000000000e-01	0	0	72	8	72	-2.2204460492503131e-16	-3.5555555555555554e+00	-2.2204460492503131e-16	3.7141783029225541e-40	9.5264646512936440e-37
216	7.5000000000000000e-01	0	0	72	9	72	-2.2204460492503131e-16	-3.5000000000000000e+00	-2.2204460492503131e-16	3.0604156893058023e-37	2.0096335933909283e-35
216	7.5000000000000000e-01	0	0	72	10	72	-2.2204460492503131e-16	-3.4444444444444446e+00	-2.2204460492503131e-16	2.3579147325306092e-37	-1.1820411902321879e-34
216	7.5000000000000000e-01	0	0	72	11	72	-2.2204460492503131e-16	-3.3888888888888888e+00	-2.2204460492503131e-16	-3.9402211354193569e-35	-2.6421476088178272e-33
216	7.5000000000000000e-01	0	0	72	12	72	-2.2204460492503131e-16	-3.3333333333333335e+00	-2.2204460492503131e-16	-1.5408505652269381e-35	1.7079540874383914e-32
216	7.5000000000000000e-01	0	0	72	13	72	-2.2204460492503131e-16	-3.2777777777777777e+00	-2.2204460492503131e-16	5.3746864729001583e-33	3.6166249836943468e-31
216	7.5000000000000000e-01	0	0	72	14	72	-2.2204460492503131e-16	-3.2222222222222223e+00	-2.2204460492503131e-16	1.2606707860006174e-35	-2.3622800488489569e-30
216	7.5000000000000000e-01	0	0	72	15	72	-2.2204460492503131e-16	-3.1666666666666665e+00	-2.2204460492503131e-16	-7.7962973553198488e-31	-5.2623854280525950e-29
216	7.5000000000000000e-01	0	0	72	16	72	-2.2204460492503131e-16	-3.1111111111111112e+00	-2.2204460492503131e-16	-9.1321510096161538e-31	2.3957260467335434e-28
216	7.5000000000000000e-01	0	0	72	17	72	-2.2204460492503131e-16	-3.0555555555555558e+00	-2.2204460492503131e-16	1.0504613462623161e-28	7.2747534661167543e-27
216	7.5000000000000000e-01	0	0	72	18	72	-2.2204460492503131e-16	-3.0000000000000000e+00	-2.2204460492503131e-16	3.8995925812377131e-28	-1.0026097990727268e-26
