# 1:iteration	2:time	3:admconstraints::mcx.min	4:admconstraints::mcx.max	5:admconstraints::mcx.sum	6:admconstraints::mcx.avg	7:admconstraints::mcx.stddev	8:admconstraints::mcx.volume	9:admconstraints::mcx.L1norm	10:admconstraints::mcx.L2norm	11:admconstraints::mcx.maxabs	12:admconstraints::mcx.sumloc[0]	13:admconstraints::mcx.sumloc[1]	14:admconstraints::mcx.sumloc[2]	15:admconstraints::mcy.min	16:admconstraints::mcy.max	17:admconstraints::mcy.sum	18:admconstraints::mcy.avg	19:admconstraints::mcy.stddev	20:admconstraints::mcy.volume	21:admconstraints::mcy.L1norm	22:admconstraints::mcy.L2norm	23:admconstraints::mcy.maxabs	24:admconstraints::mcy.sumloc[0]	25:admconstraints::mcy.sumloc[1]	26:admconstraints::mcy.sumloc[2]	27:admconstraints::mcz.min	28:admconstraints::mcz.max	29:admconstraints::mcz.sum	30:admconstraints::mcz.avg	31:admconstraints::mcz.stddev	32:admconstraints::mcz.volume	33:admconstraints::mcz.L1norm	34:admconstraints::mcz.L2norm	35:admconstraints::mcz.maxabs	36:admconstraints::mcz.sumloc[0]	37:admconstraints::mcz.sumloc[1]	38:admconstraints::mcz.sumloc[2]
40960	9.0909090909090921e+01	-3.3304110207075415e-06	3.3304112245736225e-06	-5.8964396136996361e-14	-1.1516483620507092e-22	1.0475125473188533e-09	5.1200000000000048e+08	7.5289379806192694e-12	1.0475125473188533e-09	3.3304112245736225e-06	-5.6513850351935874e-02	-1.4189931525140986e-01	9.7225767785313888e-07	-3.8478011402415739e-06	3.8478010418274391e-06	-3.6031866780614902e-14	-7.0374739805888417e-23	1.4835355275673211e-09	5.1200000000000048e+08	9.2387942899949602e-12	1.4835355275673211e-09	3.8478011402415739e-06	-2.4497713783110178e-01	-1.9263865410557912e-01	-1.2745950039583231e-06	-3.4272010245272974e-06	3.4272003752198857e-06	-7.7352859699703937e-14	-1.5107980410098410e-22	8.2132879467010983e-10	5.1200000000000048e+08	5.8633039395940361e-12	8.2132879467010983e-10	3.4272010245272974e-06	8.7334249249115814e-07	1.4330869359931164e-05	-7.2476861157037331e-02
45056	1.0000000000000001e+02	-3.6078054225244413e-06	3.6078048126794903e-06	-2.9220375102304193e-15	-5.7071045121687813e-24	1.0623077377160616e-09	5.1200000000000054e+08	8.8885443976267826e-12	1.0623077377160616e-09	3.6078054225244413e-06	-1.9582968857319858e+00	1.3833409310590596e+00	1.7528690623991316e-08	-4.0328776614463391e-06	4.0328771115431476e-06	2.7139138917935124e-15	5.3006130699091980e-24	1.5474706159082917e-09	5.1200000000000054e+08	1.1122989485094958e-11	1.5474706159082917e-09	4.0328776614463391e-06	7.9212331816065784e-01	-1.9997380164616301e+00	9.8998512784720383e-07	-3.5477257385222029e-06	3.5477254596080596e-06	-1.6692512172858387e-15	-3.2602562837614004e-24	8.0349943008454438e-10	5.1200000000000054e+08	6.5719110355716471e-12	8.0349943008454438e-10	3.5477257385222029e-06	-1.4811237791789722e-09	1.7855401199806664e-06	-6.7861916065023786e-01
49152	1.0909090909090909e+02	-3.9233679429522950e-06	3.9233688602525798e-06	9.1058959011307630e-14	1.7784952931896003e-22	9.6875236231352425e-10	5.1200000000000054e+08	8.2190764456645979e-12	9.6875236231352425e-10	3.9233688602525798e-06	1.0112622833236018e+00	7.6407296901514143e-01	2.9864028368298268e-09	-4.2403893536445445e-06	4.2403901184201724e-06	-1.1841171625040850e-13	-2.3127288330157884e-22	1.4740986418797945e-09	5.1200000000000054e+08	1.0677905369218139e-11	1.4740986418797945e-09	4.2403901184201724e-06	-1.8247587166911250e+00	-1.6458640123878050e+00	-3.3980009639389408e-09	-3.6509311820984772e-06	3.6509312529685766e-06	-1.6905921912160871e-13	-3.3019378734689165e-22	6.9315482057861676e-10	5.1200000000000054e+08	5.9300712075849642e-12	6.9315482057861676e-10	3.6509312529685766e-06	3.0243320875422697e-08	1.7872059360213299e-08	-2.1871715858791607e-01
53248	1.1818181818181819e+02	-4.0531728346795059e-06	4.0531726461984180e-06	-1.9373290135755311e-14	-3.7838457296397049e-23	8.8999176167677423e-10	5.1200000000000054e+08	7.6231877589384574e-12	8.8999176167677423e-10	4.0531728346795059e-06	7.8053966375804151e-01	8.1008277488441460e-01	-1.9178493237959060e-09	-3.9151428724061926e-06	3.9151425832008137e-06	6.4209420658038752e-14	1.2540902472273180e-22	1.4008702158392045e-09	5.1200000000000054e+08	1.0347185819315502e-11	1.4008702158392045e-09	3.9151428724061926e-06	-5.4980708866284955e-01	-1.4329384199622652e+00	9.4278105322587180e-09	-3.5992819203323970e-06	3.5992817018552869e-06	-3.8869057847551805e-14	-7.5916128608499534e-23	5.8857526580868873e-10	5.1200000000000054e+08	5.0674889380116258e-12	5.8857526580868873e-10	3.5992819203323970e-06	-2.3193597709081359e-08	-1.3985745062061739e-08	-6.3261464757458485e-01
57344	1.2727272727272728e+02	-3.9854083413461219e-06	3.9854082337230795e-06	-6.7779534087641750e-14	-1.3238190251492514e-22	7.7381947304567275e-10	5.1200000000000054e+08	6.1619657582472373e-12	7.7381947304567275e-10	3.9854083413461219e-06	-4.9551931145622075e-01	2.1650099642443321e-01	1.7415168588191809e-06	-3.5003175687120548e-06	3.5003172158816085e-06	-2.5898032362300233e-16	-5.0582094457617591e-25	1.2620294207738102e-09	5.1200000000000054e+08	8.5765729434562067e-12	1.2620294207738102e-09	3.5003175687120548e-06	7.5015510860019383e-02	1.6554274865832521e+00	1.0145530049410212e-06	-3.5110343756455041e-06	3.5110342780187829e-06	3.6840700024255691e-14	7.1954492234874318e-23	4.8605713003302396e-10	5.1200000000000054e+08	4.0193183130834076e-12	4.8605713003302396e-10	3.5110343756455041e-06	-8.1343187414983920e-07	-3.3122273271346536e-07	-2.6397753627572886e-02
61440	1.3636363636363637e+02	-3.7822716636656154e-06	3.7822713423755361e-06	4.9745243799301404e-14	9.7158679295510468e-23	6.1283847779959491e-10	5.1200000000000048e+08	4.4964564858088817e-12	6.1283847779959491e-10	3.7822716636656154e-06	2.7304090795177233e-02	1.2477323639845758e-01	5.3685052882890272e-06	-3.1102064534436067e-06	3.1102057679621250e-06	-1.4543028426346671e-14	-2.8404352395208318e-23	9.9860176324456325e-10	5.1200000000000048e+08	6.1960041109963838e-12	9.9860176324456325e-10	3.1102064534436067e-06	6.6738906690459621e-02	2.6085440532851922e-01	-5.4705763092091630e-07	-3.3487482721825724e-06	3.3487483401581400e-06	1.1741044537972277e-13	2.2931727613227080e-22	3.6841572125049661e-10	5.1200000000000048e+08	2.9316994069657301e-12	3.6841572125049661e-10	3.3487483401581400e-06	-6.5142213623910900e-06	1.8987242496673606e-07	1.7016563804056292e-02
65536	1.4545454545454547e+02	-3.9928362763475359e-06	3.9928341039204214e-06	1.1809114773767416e-13	2.3064677292514461e-22	3.7278379028782645e-10	5.1200000000000054e+08	2.5998696791508914e-12	3.7278379028782645e-10	3.9928362763475359e-06	-1.1467581889791473e-01	4.6767981017937728e-02	-1.2601977129688899e-05	-3.5909217441041930e-06	3.5909224546199948e-06	1.1829662141353559e-14	2.3104808869831144e-23	5.5261412023443557e-10	5.1200000000000054e+08	3.4956465615684985e-12	5.5261412023443557e-10	3.5909224546199948e-06	-1.2055929246388802e-01	3.4616560617269604e-01	6.0578123583371335e-07	-3.5177010632079059e-06	3.5177003412758042e-06	5.0322878764714422e-14	9.8286872587332752e-23	2.2560891495105736e-10	5.1200000000000054e+08	1.7663011318473021e-12	2.2560891495105736e-10	3.5177010632079059e-06	6.9553797152357988e-05	3.8535998830857565e-06	1.4580530179033130e-02
69632	1.5454545454545456e+02	-3.9800372596795396e-06	3.9800367195678220e-06	6.3322438248860149e-15	1.2367663720480487e-23	1.0989650513028196e-10	5.1200000000000048e+08	1.0666934546943145e-12	1.0989650513028196e-10	3.9800372596795396e-06	8.6421319659436106e-03	1.4624559359146333e-02	5.4644065244913165e-09	-3.8926729561432932e-06	3.8926726477987262e-06	1.2917523750281086e-13	2.5229538574767724e-22	1.6599780971647910e-10	5.1200000000000048e+08	1.5605016981885533e-12	1.6599780971647910e-10	3.8926729561432932e-06	-2.7891047683690634e-02	6.3214891625946845e-02	-4.8861250549064872e-10	-3.5872250747386541e-06	3.5872258185919850e-06	-4.9142140511928141e-14	-9.5980743187359564e-23	7.4803542319916760e-11	5.1200000000000048e+08	7.0192365620855584e-13	7.4803542319916760e-11	3.5872258185919850e-06	1.9175188936682019e-08	-1.9273409729292368e-08	2.2879714619027394e-02
73728	1.6363636363636365e+02	-3.5935821775778165e-06	3.5935821177531483e-06	-1.4798732850046167e-14	-2.8903775097746393e-23	5.1538004405439141e-11	5.1200000000000054e+08	4.7731482448296170e-13	5.1538004405439141e-11	3.5935821775778165e-06	-7.6475731488928472e-03	3.5537182789258902e-03	3.8992033974056053e-07	-3.9548904810804797e-06	3.9548911790092296e-06	-9.4963390945356863e-14	-1.8547537294014993e-22	7.4321942293953214e-11	5.1200000000000054e+08	7.6355297391165560e-13	7.4321942293953214e-11	3.9548911790092296e-06	-3.9580792069386105e-02	2.5158743022303608e-02	-3.1191705007109841e-06	-3.5123067584353165e-06	3.5123070657114377e-06	-1.3916608746567308e-13	-2.7180876458139245e-22	3.9874761464583344e-11	5.1200000000000054e+08	3.3255196003693942e-13	3.9874761464583344e-11	3.5123070657114377e-06	3.3026890583487400e-08	4.8438095437003392e-06	1.1100300651721216e-02
77824	1.7272727272727275e+02	-3.2066087033143300e-06	3.2066096934659560e-06	8.2897049904969442e-14	1.6190830059564329e-22	4.4105474295820716e-10	5.1200000000000048e+08	1.8153475860668041e-12	4.4105474295820716e-10	3.2066096934659560e-06	-3.7509157315875780e-01	-2.0855273768168189e-02	-4.4970721433078287e-06	-3.7530866889955514e-06	3.7530860793379142e-06	-1.7207338798199551e-15	-3.3608083590233466e-24	1.0536132378509676e-09	5.1200000000000048e+08	2.9370582198803552e-12	1.0536132378509676e-09	3.7530866889955514e-06	1.3327694527418599e-01	1.0455590011837506e+00	8.4751994174528389e-05	-3.2715658527115534e-06	3.2715652563487738e-06	-1.0636588113652028e-13	-2.0774586159476598e-22	3.6314376473788892e-10	5.1200000000000048e+08	1.0869528385372016e-12	3.6314376473788892e-10	3.2715658527115534e-06	1.7081678709701675e-07	5.2058976386340494e-05	-1.4678144687260619e-01
81920	1.8181818181818184e+02	-3.3925030807113377e-06	3.3925029785906616e-06	6.9631190461987014e-17	1.3599841887106825e-25	1.6510420413978675e-09	5.1200000000000054e+08	1.1405410592298712e-11	1.6510420413978675e-09	3.3925030807113377e-06	-4.0656536215463684e-01	-1.3056549498000652e-01	-2.9338917822974153e-07	-3.7922574331447581e-06	3.7922568980231763e-06	-4.8536075467975684e-14	-9.4797022398389906e-23	3.3930938139649572e-09	5.1200000000000054e+08	2.0852650897979330e-11	3.3930938139649572e-09	3.7922574331447581e-06	-1.5266518912568142e-01	2.1643658459354058e+00	2.5030334905862262e-06	-3.4069222855932117e-06	3.4069215839263804e-06	6.8463077817614709e-14	1.3371694886252859e-22	1.3450787456472833e-09	5.1200000000000054e+08	8.8102709634067135e-12	1.3450787456472833e-09	3.4069222855932117e-06	-1.0800675270816740e-08	-1.3372054665922173e-06	-2.0808454671136198e+00
86016	1.9090909090909093e+02	-3.7835534840735791e-06	3.7835540892916126e-06	8.0568269612314725e-14	1.5735990158655203e-22	2.3052665254377042e-09	5.1200000000000054e+08	2.0863060377199237e-11	2.3052665254377042e-09	3.7835540892916126e-06	-3.0315784110497903e+00	2.5363658481897045e-01	2.0593801386414867e-09	-3.9004124260440982e-06	3.9004121803670326e-06	-5.9029427938554757e-14	-1.1529185144248963e-22	3.9279077171638985e-09	5.1200000000000054e+08	3.2795343961883407e-11	3.9279077171638985e-09	3.9004124260440982e-06	3.4373026690125092e+00	-3.4403632499914600e+00	-6.3785337012234322e-09	-3.5254367132420225e-06	3.5254366895421372e-06	1.8718913138288107e-14	3.6560377223218920e-23	1.5625176452426831e-09	5.1200000000000054e+08	1.3067364860656290e-11	1.5625176452426831e-09	3.5254367132420225e-06	1.2078423095029933e-08	1.6460336649259943e-08	6.3501377817900440e-02
90112	2.0000000000000003e+02	-3.9009679414686515e-06	3.9009685896961305e-06	1.1837050979159047e-13	2.3119240193669995e-22	2.3683786300196992e-09	5.1200000000000048e+08	2.4650049354942593e-11	2.3683786300196992e-09	3.9009685896961305e-06	-7.4072490465637868e+00	-1.0220561742649303e+00	1.0435100324301949e-04	-3.6796084226430472e-06	3.6796078985026979e-06	-1.9897262006421390e-13	-3.8861839856291744e-22	3.8562125848163089e-09	5.1200000000000048e+08	3.6719611183587178e-11	3.8562125848163089e-09	3.6796084226430472e-06	2.5002737439944864e+00	-1.4656775807263289e+01	1.1497409576621820e-05	-3.4432001862260968e-06	3.4432004047412746e-06	1.6590149257622241e-13	3.2402635268793410e-22	1.5487176063748151e-09	5.1200000000000048e+08	1.5383134601261673e-11	1.5487176063748151e-09	3.4432004047412746e-06	-3.6735312743063631e-05	8.3058199651375730e-08	-1.5009697321431532e+00
94208	2.0909090909090912e+02	-3.3873807913677557e-06	3.3873800971879694e-06	1.9000906669461651e-13	3.7111145838792246e-22	2.3094539272654886e-09	5.1200000000000054e+08	2.1074624784494046e-11	2.3094539272654886e-09	3.3873807913677557e-06	1.5249161004411413e+00	-6.3426424007237276e+00	-3.8296533429504898e-04	-2.8946490563276805e-06	2.8946488433723201e-06	-3.3636464382043318e-14	-6.5696219496178290e-23	2.9435032842224131e-09	5.1200000000000054e+08	2.4046595552483204e-11	2.9435032842224131e-09	2.8946490563276805e-06	5.6233036810939385e-01	3.0188736698015508e+00	2.7707030820778300e-06	-2.8529419178200242e-06	2.8529415071518422e-06	-3.5204261381038826e-14	-6.8758323009841385e-23	1.5342911779966932e-09	5.1200000000000054e+08	1.4241848934472450e-11	1.5342911779966932e-09	2.8529419178200242e-06	9.8670562813207852e-05	-4.6214774818142956e-07	-4.3738185615217624e+00
98304	2.1818181818181819e+02	-3.8348605334674963e-06	3.8348597587790918e-06	-9.1119806470106590e-14	-1.7796837201192676e-22	2.0243669066466679e-09	5.1200000000000054e+08	2.0770626786202081e-11	2.0243669066466679e-09	3.8348605334674963e-06	5.3248369168249416e+00	-1.2314710292738351e+01	7.1394526364509936e-05	-5.3986638295961389e-06	5.3986633052396839e-06	1.3733241296552332e-13	2.6822736907328746e-22	2.9287842859633724e-09	5.1200000000000054e+08	2.7095028347552460e-11	2.9287842859633724e-09	5.3986638295961389e-06	4.1729769160484977e+00	1.6007643271328937e+00	-1.4928363101240905e-07	-3.2300748525331738e-06	3.2300742534429164e-06	-9.4272507145500353e-14	-1.8412599051855518e-22	1.3212832103253289e-09	5.1200000000000054e+08	1.2459999598376953e-11	1.3212832103253289e-09	3.2300748525331738e-06	3.9701598550934136e-06	-7.2894388303268443e-08	6.6037167543820530e-01
102400	2.2727272727272728e+02	-4.3548742168745565e-06	4.3548746629847522e-06	-6.1134116771167403e-14	-1.1940257181868621e-22	1.6243208830946576e-09	5.1200000000000048e+08	1.5580937201297863e-11	1.6243208830946576e-09	4.3548746629847522e-06	6.8825006023231350e-01	-3.9313553914673345e+00	-4.6452602875390880e-10	-3.8207943337969924e-06	3.8207941859156057e-06	-6.7652182684022066e-15	-1.3213316930473048e-23	2.2447115019060258e-09	5.1200000000000048e+08	1.8693308284103478e-11	2.2447115019060258e-09	3.8207943337969924e-06	-8.2620785026355059e-02	-2.3106254202623402e-01	-5.8162404892314612e-09	-3.2932232098117679e-06	3.2932233735709850e-06	3.4176671502616010e-14	6.6751311528546836e-23	1.0972622423153772e-09	5.1200000000000048e+08	1.0076795916785224e-11	1.0972622423153772e-09	3.2932233735709850e-06	3.5090764516354511e-08	-3.2332288291136990e-08	-1.3872734971981688e+00
106496	2.3636363636363637e+02	-3.5046358490084523e-06	3.5046360132842469e-06	3.4718925054789268e-14	6.7810400497635220e-23	1.1733378076117697e-09	5.1200000000000054e+08	1.0005622768176746e-11	1.1733378076117697e-09	3.5046360132842469e-06	6.0071430724122676e-01	-4.5669267224006443e-01	6.8437790556874489e-07	-3.7879794566086385e-06	3.7879789988205338e-06	-6.0099532094666161e-14	-1.1738189862239472e-22	1.4197640022022773e-09	5.1200000000000054e+08	1.0015783004177933e-11	1.4197640022022773e-09	3.7879794566086385e-06	-4.0036689214274779e-02	7.7226122592978041e-01	5.4177128713805978e-08	-3.4218170061222299e-06	3.4218172206601629e-06	-1.0109244713042698e-13	-1.9744618580161497e-22	7.9667000403742370e-10	5.1200000000000054e+08	7.0554902407640369e-12	7.9667000403742370e-10	3.4218172206601629e-06	1.1391332003576893e-06	2.0811027552816719e-05	-5.3266663426197658e-01
