# 1:iteration	2:time	3:admconstraints::mcx.min	4:admconstraints::mcx.max	5:admconstraints::mcx.sum	6:admconstraints::mcx.avg	7:admconstraints::mcx.stddev	8:admconstraints::mcx.volume	9:admconstraints::mcx.L1norm	10:admconstraints::mcx.L2norm	11:admconstraints::mcx.maxabs	12:admconstraints::mcx.sumloc[0]	13:admconstraints::mcx.sumloc[1]	14:admconstraints::mcx.sumloc[2]	15:admconstraints::mcy.min	16:admconstraints::mcy.max	17:admconstraints::mcy.sum	18:admconstraints::mcy.avg	19:admconstraints::mcy.stddev	20:admconstraints::mcy.volume	21:admconstraints::mcy.L1norm	22:admconstraints::mcy.L2norm	23:admconstraints::mcy.maxabs	24:admconstraints::mcy.sumloc[0]	25:admconstraints::mcy.sumloc[1]	26:admconstraints::mcy.sumloc[2]	27:admconstraints::mcz.min	28:admconstraints::mcz.max	29:admconstraints::mcz.sum	30:admconstraints::mcz.avg	31:admconstraints::mcz.stddev	32:admconstraints::mcz.volume	33:admconstraints::mcz.L1norm	34:admconstraints::mcz.L2norm	35:admconstraints::mcz.maxabs	36:admconstraints::mcz.sumloc[0]	37:admconstraints::mcz.sumloc[1]	38:admconstraints::mcz.sumloc[2]
110592	2.4545454545454547e+02	-2.9654850977353121e-06	2.9654845316262675e-06	4.1161828652036374e-14	8.0394196586008445e-23	6.3661476467556991e-10	5.1200000000000060e+08	5.0747949851481091e-12	6.3661476467556991e-10	2.9654850977353121e-06	1.7375026744624884e-02	7.2765206224558482e-02	-3.4103787392436580e-06	-3.5293411069923453e-06	3.5293409383020675e-06	6.5506207771494351e-14	1.2794181205369976e-22	5.5456298111143113e-10	5.1200000000000060e+08	4.8465785044828024e-12	5.5456298111143113e-10	3.5293411069923453e-06	-1.1448162271036874e-01	-2.7291126022268042e-01	-2.1343264890318070e-05	-3.1646364586342236e-06	3.1646359505638236e-06	-8.7004129283572464e-14	-1.6992994000697726e-22	4.5063539034990530e-10	5.1200000000000060e+08	4.3953881741100474e-12	4.5063539034990530e-10	3.1646364586342236e-06	-3.5193513170661550e-06	-1.5144233966597753e-04	3.3421561140833049e-02
114688	2.5454545454545456e+02	-3.6107155137242253e-06	3.6107157008480797e-06	1.6702190371313715e-14	3.2621465568972068e-23	1.7805968893067991e-10	5.1200000000000048e+08	1.6422045101283833e-12	1.7805968893067991e-10	3.6107157008480797e-06	3.0118098569925228e-01	8.6933953177713047e-02	-1.9961199574751454e-06	-3.8575766494213731e-06	3.8575759800523812e-06	5.3177677952558847e-14	1.0386265225109140e-22	1.6375470535088045e-10	5.1200000000000048e+08	1.6016839630269437e-12	1.6375470535088045e-10	3.8575766494213731e-06	-9.3630001570604360e-02	5.4300025172519070e-02	7.1533033187201611e-06	-3.3899713042982101e-06	3.3899718946007205e-06	1.5836928089188376e-13	3.0931500174196019e-22	1.4379781793888227e-10	5.1200000000000048e+08	1.3807031971721837e-12	1.4379781793888227e-10	3.3899718946007205e-06	2.8086978424296527e-07	-1.5751907963480055e-05	-4.1545463749111347e-02
118784	2.6363636363636368e+02	-3.8264158494350350e-06	3.8264153317181663e-06	9.7571539962312348e-14	1.9056941398889110e-22	9.0354311485323103e-11	5.1200000000000054e+08	9.4636272559220939e-13	9.0354311485323103e-11	3.8264158494350350e-06	2.6102029181269085e-02	5.6640411975183554e-02	1.6778688647200307e-06	-3.6588836697421637e-06	3.6588841366987491e-06	-9.6894306416038197e-14	-1.8924669221882442e-22	1.1694675713918312e-10	5.1200000000000054e+08	1.2744362942672293e-12	1.1694675713918312e-10	3.6588841366987491e-06	-3.5242467576193606e-02	-2.3935314952577509e-02	-6.5195955344793388e-07	-3.4852654677713778e-06	3.4852652114008783e-06	-4.5442997865255625e-15	-8.8755855205577297e-24	7.6456376476884372e-11	5.1200000000000054e+08	8.0174662630390934e-13	7.6456376476884372e-11	3.4852654677713778e-06	1.9174770756885673e-06	2.9121585892744051e-07	1.4450934038703567e-02
122880	2.7272727272727275e+02	-3.6880984299617034e-06	3.6880984050066635e-06	-6.3017991314210904e-15	-1.2308201428556806e-23	8.7135707862062463e-11	5.1200000000000048e+08	9.8070348251939492e-13	8.7135707862062463e-11	3.6880984299617034e-06	5.1966332377229044e-02	5.2515598477253310e-02	2.4780908543615629e-06	-3.1229245418035956e-06	3.1229242648727956e-06	-3.5930638720121488e-14	-7.0177028750237216e-23	1.1706503719330791e-10	5.1200000000000048e+08	1.3410383518852870e-12	1.1706503719330791e-10	3.1229245418035956e-06	-2.7133182476081246e-02	8.6935676462015193e-02	1.6547891150972896e-07	-3.2262307083521291e-06	3.2262307097919326e-06	-4.0979041694875974e-14	-8.0037190810304559e-23	7.5631543063887793e-11	5.1200000000000048e+08	8.4352819230017393e-13	7.5631543063887793e-11	3.2262307097919326e-06	-1.6586283321864959e-06	3.9598007341157260e-07	1.3134245201141183e-02
126976	2.8181818181818187e+02	-3.7665492291736214e-06	3.7665494894992803e-06	-1.4687672214048833e-13	-2.8686859793064091e-22	8.1815148585735470e-11	5.1200000000000060e+08	8.9032862883815956e-13	8.1815148585735470e-11	3.7665494894992803e-06	-3.6837415900594299e-02	6.1855816140873633e-02	6.6552752201604060e-08	-3.3576974594901926e-06	3.3576965620856686e-06	-1.8822243958073080e-14	-3.6762195230611440e-23	1.0804890949350530e-10	5.1200000000000060e+08	1.2012914414170868e-12	1.0804890949350530e-10	3.3576974594901926e-06	-5.0948686954048028e-02	6.1495087973925708e-02	4.9357747917977424e-07	-3.2761849640587864e-06	3.2761854548068785e-06	-2.3940312216365681e-14	-4.6758422297589163e-23	6.9527558945786735e-11	5.1200000000000060e+08	7.4123562950018603e-13	6.9527558945786735e-11	3.2761854548068785e-06	-2.1077333038632684e-08	-8.2314922864035189e-08	2.4582712084999497e-02
131072	2.9090909090909093e+02	-3.7623131897241444e-06	3.7623139457127258e-06	1.2354143036469290e-14	2.4129185618104060e-23	7.0918885067214508e-11	5.1200000000000048e+08	7.6637260660629137e-13	7.0918885067214508e-11	3.7623139457127258e-06	3.5552927853180608e-02	6.6786261550825579e-03	1.2638059435771121e-09	-3.7418771303299621e-06	3.7418760204803375e-06	-3.4098384270707795e-14	-6.6598406778726094e-23	9.5233392894223585e-11	5.1200000000000048e+08	1.0470653307217990e-12	9.5233392894223585e-11	3.7418771303299621e-06	-1.9293844510405789e-01	2.1665208859937068e-01	-1.5370039676762537e-09	-3.3973080694603730e-06	3.3973088912617021e-06	-1.1030929924427455e-14	-2.1544785008647353e-23	6.1983705416824171e-11	5.1200000000000048e+08	6.6580957690774630e-13	6.1983705416824171e-11	3.3973088912617021e-06	2.5721919316712416e-09	5.3766066321347949e-09	5.1684214661223117e-02
135168	3.0000000000000000e+02	-3.3637521053674663e-06	3.3637514270064527e-06	5.8479764118642445e-14	1.1421828929422340e-22	5.9437827740703413e-11	5.1200000000000060e+08	6.2922204165738238e-13	5.9437827740703413e-11	3.3637521053674663e-06	6.6849893275218786e-02	-4.2049838030875933e-02	-4.2550563483702980e-08	-3.6643727563939189e-06	3.6643719809236064e-06	1.2549769149637581e-13	2.4511267870385870e-22	7.6870616341739067e-11	5.1200000000000060e+08	8.3816454295787817e-13	7.6870616341739067e-11	3.6643727563939189e-06	-1.1790942149299671e-01	3.6593373686663544e-02	-6.4861691330547755e-06	-3.2302538742352591e-06	3.2302537393745171e-06	-3.2021008650754074e-14	-6.2541032521003976e-23	5.2731461586223060e-11	5.1200000000000060e+08	5.3271246195774773e-13	5.2731461586223060e-11	3.2302538742352591e-06	-2.4385251873315639e-09	-1.0723309398774639e-05	4.0930955523666929e-03
139264	3.0909090909090912e+02	-3.1040636594689238e-06	3.1040642571823936e-06	1.0017245891778831e-16	1.9564933382380509e-25	4.7294455898840140e-11	5.1200000000000054e+08	4.6050625511024789e-13	4.7294455898840140e-11	3.1040642571823936e-06	4.7164417490799956e-02	2.1273930393635197e-02	-5.6233638641434158e-08	-3.5994432594925938e-06	3.5994428680558342e-06	-9.7752864834726669e-14	-1.9092356413032533e-22	5.8980420642674122e-11	5.1200000000000054e+08	5.9810861970019472e-13	5.8980420642674122e-11	3.5994432594925938e-06	-2.1632374702291748e-02	-1.8073450078377636e-02	-3.1746238717553568e-06	-3.2280220165427945e-06	3.2280215359804370e-06	3.9557147590117788e-14	7.7260053886948725e-23	4.1865248893888312e-11	5.1200000000000054e+08	3.9600556274225518e-13	4.1865248893888312e-11	3.2280220165427945e-06	-1.2656163853042024e-07	-3.9512868859076927e-06	1.1634643274285020e-02
143360	3.1818181818181819e+02	-3.6107937831700535e-06	3.6107936383230040e-06	1.1662107467680884e-13	2.2777553647814205e-22	3.4982559619226407e-11	5.1200000000000048e+08	2.8311520886810486e-13	3.4982559619226407e-11	3.6107937831700535e-06	3.5128103265308394e-02	9.7542385394850974e-03	1.2129697123542532e-07	-3.7624201293701850e-06	3.7624195962473375e-06	1.5602603830574806e-13	3.0473835606591391e-22	4.1303506773849316e-11	5.1200000000000048e+08	3.7131663803785077e-13	4.1303506773849316e-11	3.7624201293701850e-06	5.4526101812602812e-03	-2.4114368892068160e-02	-6.9274838402971425e-07	-3.4151724306101230e-06	3.4151724970049810e-06	1.7430184794230869e-13	3.4043329676232133e-22	3.1537440293007126e-11	5.1200000000000048e+08	2.4140840491993590e-13	3.1537440293007126e-11	3.4151724970049810e-06	2.8524558427084346e-08	1.6034581537607839e-06	9.2673718813975504e-03
147456	3.2727272727272731e+02	-3.7079956099169970e-06	3.7079963844534387e-06	1.7562499742100036e-13	3.4301757308789100e-22	2.7986593866544926e-11	5.1200000000000054e+08	1.8068505806790220e-13	2.7986593866544926e-11	3.7079963844534387e-06	2.9187412696497012e-02	-4.1462511804634186e-04	-1.3769778352164252e-06	-3.3653388533256088e-06	3.3653384014580814e-06	6.9307688991793691e-15	1.3536658006209690e-23	3.2128273668724338e-11	5.1200000000000054e+08	2.5716101483231547e-13	3.2128273668724338e-11	3.3653388533256088e-06	-2.2342211091849678e-02	-7.7856312302001962e-02	-1.9392623880429977e-08	-3.3489815680657129e-06	3.3489817695641844e-06	3.1405899677205106e-14	6.1339647807041153e-23	2.5694010034345585e-11	5.1200000000000054e+08	1.4214751854173134e-13	2.5694010034345585e-11	3.3489817695641844e-06	-5.4925929887650327e-07	-8.7431697597117886e-08	7.2240614339064285e-03
151552	3.3636363636363637e+02	-3.5567116040302267e-06	3.5567118673354442e-06	8.1974869253425924e-16	1.6010716651059736e-24	2.6531035741110516e-11	5.1200000000000048e+08	1.3769725532319781e-13	2.6531035741110516e-11	3.5567118673354442e-06	5.4450390506257655e-02	8.8973576099815599e-04	1.3573439492514661e-06	-2.9915462980851782e-06	2.9915470132841925e-06	-1.4112677032109889e-13	-2.7563822328339602e-22	3.1097355439102359e-11	5.1200000000000048e+08	2.1409853479045225e-13	3.1097355439102359e-11	2.9915470132841925e-06	3.4290023054043069e-03	-6.0664095428999060e-02	8.8076246689168525e-08	-3.0662266768283243e-06	3.0662269763952281e-06	-2.9072713966191719e-15	-5.6782644465218148e-24	2.3906567673314472e-11	5.1200000000000048e+08	8.8972229229875842e-14	2.3906567673314472e-11	3.0662269763952281e-06	4.1398569974177013e-07	-7.5883965833245526e-08	1.0854820321938422e-02
155648	3.4545454545454550e+02	-3.6885100275335841e-06	3.6885087684687569e-06	4.6938336277811210e-14	9.1676438042599933e-23	4.9640721178622485e-11	5.1200000000000048e+08	3.1552702729838557e-13	4.9640721178622485e-11	3.6885100275335841e-06	-1.1540927903135398e-01	1.0509971868364325e-02	-2.0761208502657197e-06	-3.5374126725081465e-06	3.5374123389705294e-06	9.0333038222983539e-14	1.7643171527926456e-22	1.0508162957324412e-10	5.1200000000000048e+08	6.7546668998224881e-13	1.0508162957324412e-10	3.5374126725081465e-06	1.2383196446415796e-03	6.0036745734354260e-02	4.6929412026580630e-08	-3.2807218305982814e-06	3.2807221592928966e-06	-1.0012345922645995e-13	-1.9555363130167942e-22	4.0182610699326567e-11	5.1200000000000048e+08	2.4742584804823288e-13	4.0182610699326567e-11	3.2807221592928966e-06	-3.6072274875453836e-08	-2.0647930726314101e-09	8.7243830051470531e-02
159744	3.5454545454545456e+02	-3.3178759235651108e-06	3.3178750531643871e-06	1.2747460307955454e-13	2.4897383413975464e-22	6.6855034821271368e-11	5.1200000000000060e+08	5.5734455331519654e-13	6.6855034821271368e-11	3.3178759235651108e-06	5.0639468736037641e-02	-3.0363181013487228e-02	-6.2690538173842958e-08	-3.6564884907457596e-06	3.6564884353298818e-06	-9.0743152517802758e-14	-1.7723271976133330e-22	1.1131480150320565e-10	5.1200000000000060e+08	9.0237236300464305e-13	1.1131480150320565e-10	3.6564884907457596e-06	-2.7831095163729253e-02	-4.2481240065847317e-02	1.0953791113477857e-06	-3.2245278538305437e-06	3.2245272411770564e-06	6.9909593780486149e-14	1.3654217535251186e-22	4.2179164417190932e-11	5.1200000000000060e+08	3.3398809674454688e-13	4.2179164417190932e-11	3.2245278538305437e-06	-2.9021805229845210e-08	3.3948877762798868e-08	-4.7840506018441403e-03
163840	3.6363636363636368e+02	-3.0058437388502666e-06	3.0058436380388447e-06	5.1527277453514153e-14	1.0063921377639473e-22	8.3843654188558064e-11	5.1200000000000054e+08	8.1222105729422116e-13	8.3843654188558064e-11	3.0058437388502666e-06	-3.4586607128795777e-01	1.0755942551395919e-01	4.4449051909978277e-07	-3.4438949352547495e-06	3.4438951340812589e-06	-2.8400665743862422e-14	-5.5470050280981240e-23	1.2331695161202967e-10	5.1200000000000054e+08	1.1887517599712832e-12	1.2331695161202967e-10	3.4438951340812589e-06	1.0969255225454774e-01	1.5775537627953237e-01	3.9212440663752290e-06	-2.9857854907166415e-06	2.9857862293352046e-06	-1.7959725639180371e-13	-3.5077589139024124e-22	5.4802505045885821e-11	5.1200000000000054e+08	4.7500745598171869e-13	5.4802505045885821e-11	2.9857862293352046e-06	5.7102723993729398e-08	1.9931169346551481e-07	-9.5788158301501170e-02
167936	3.7272727272727275e+02	-3.5628409296817211e-06	3.5628407328933491e-06	-2.4667784769049142e-14	-4.8179267127285044e-23	3.2126671578730334e-10	5.1199999999749267e+08	2.3420775018136987e-12	3.2126671578730334e-10	3.5628409296817211e-06	-1.1045995341443460e+00	-4.1982184978671525e-02	2.5546807815787775e-06	-3.5033556918119053e-06	3.5033555385934398e-06	-6.9712437862287646e-14	-1.3615710520044734e-22	3.7917770125239293e-10	5.1199999999749267e+08	2.6727090358243684e-12	3.7917770125239293e-10	3.5033556918119053e-06	-2.2784753331211050e-01	1.1150233223428445e+00	-3.4305251279953541e-07	-3.2387475715794331e-06	3.2387481139666822e-06	4.6181976089978115e-14	9.0199172051180228e-23	2.9680807024559423e-10	5.1199999999749267e+08	1.8742612558176267e-12	2.9680807024559423e-10	3.2387481139666822e-06	-1.0679111306963196e-05	-1.1133327853275754e-05	-3.2243730978932039e-01
172032	3.8181818181818187e+02	-3.3892733551198076e-06	3.3892740231723392e-06	-2.1015178800713047e-13	-4.1045271095142628e-22	6.6911608835346299e-10	5.1200000000000054e+08	6.1918072705280004e-12	6.6911608835346299e-10	3.3892740231723392e-06	-1.7912261973617956e+00	2.4768746436405806e-01	4.8720032105875610e-06	-2.8760244964498080e-06	2.8760239834661586e-06	7.6485489491386061e-14	1.4938572166286324e-22	6.4045128049200507e-10	5.1200000000000054e+08	6.1374691843194365e-12	6.4045128049200507e-10	2.8760244964498080e-06	-2.6294329148772766e-01	4.7616830876850136e-01	-4.0403381583453690e-07	-2.8594653837460931e-06	2.8594650395193335e-06	1.6495805033891163e-13	3.2218369206818642e-22	5.5846148280625017e-10	5.1200000000000054e+08	5.0222585317901487e-12	5.5846148280625017e-10	2.8594653837460931e-06	-1.1684182349980254e-06	-1.4584840600517790e-07	6.7699545708180808e-01
176128	3.9090909090909093e+02	-3.4644590097008388e-06	3.4644593973355597e-06	-7.7562285207780773e-14	-1.5148883829644668e-22	8.0187348502563356e-10	5.1200000000000048e+08	9.3719128262744614e-12	8.0187348502563356e-10	3.4644593973355597e-06	-2.8730252038814985e+00	-8.8789338580643495e-01	-1.9679433433006377e-05	-3.2643793192845871e-06	3.2643791282625901e-06	-1.0291248884704892e-13	-2.0100095477939225e-22	7.0293949968990002e-10	5.1200000000000048e+08	8.2035239697564416e-12	7.0293949968990002e-10	3.2643793192845871e-06	-6.9614558627401779e-01	-3.9488371332857675e+00	-5.7818889986904765e-07	-3.0902198719366476e-06	3.0902198252382084e-06	3.3869530579678023e-14	6.6151426913433576e-23	6.3071120227615274e-10	5.1200000000000048e+08	7.2712057545927144e-12	6.3071120227615274e-10	3.0902198719366476e-06	1.1894965269279578e-05	-3.7536629693413204e-08	3.4483029704365102e+00
180224	4.0000000000000006e+02	-2.8531010423305195e-06	2.8531768315266846e-06	5.2468764075047658e-10	1.0247805483407734e-18	7.3440698231253761e-10	5.1200000000000054e+08	8.5954800953157857e-12	7.3440698231253761e-10	2.8531768315266846e-06	2.0086542520392965e+00	3.5017387645130116e-01	-5.3399428265876736e-06	-3.2923223468926166e-06	3.2923232924696184e-06	2.5373775828763350e-10	4.9558155915553371e-19	5.3434033631358327e-10	5.1200000000000054e+08	5.9763019832107937e-12	5.3434033631358327e-10	3.2923232924696184e-06	-2.0201341835245756e-01	-1.9621711365747725e+00	-7.2967267736756547e-05	-2.8331243632616032e-06	2.8331252471122914e-06	5.7825387544691714e-14	1.1294021004822589e-22	5.0901000863963792e-10	5.1200000000000054e+08	5.7162922024540140e-12	5.0901000863963792e-10	2.8331252471122914e-06	-3.9225471517467803e-05	-3.3695086986945677e-05	-1.4452479587209999e-01
184320	4.0909090909090912e+02	-3.1692933850784326e-06	3.1692947433851226e-06	4.3761433939201646e-10	8.5471550662503136e-19	7.5692653790311099e-10	5.1200000000000048e+08	7.2831499989914622e-12	7.5692653790311099e-10	3.1692947433851226e-06	-1.7827835947643957e+00	1.4039726462271473e+00	1.3946374779386095e-04	-3.2589333597625234e-06	3.2589563913586417e-06	-2.0621703729191095e-10	-4.0276765096076321e-19	6.8910777510092992e-10	5.1200000000000048e+08	7.3883878844174793e-12	6.8910777510092992e-10	3.2589563913586417e-06	-1.7368219107209928e+00	-1.6314758234997326e+00	-8.7148166153072637e-05	-2.7966412933313913e-06	2.7966409522272919e-06	-8.6628797126182822e-14	-1.6919686938707567e-22	5.7576076552525129e-10	5.1200000000000048e+08	5.8887543968445992e-12	5.7576076552525129e-10	2.7966412933313913e-06	-9.7029124052183668e-05	-8.2234523076735178e-05	1.9992926563640463e+00
188416	4.1818181818181824e+02	-2.5771706254085682e-06	2.5768065824468899e-06	7.8043967373587131e-10	1.5242962377653721e-18	6.0796282570324508e-10	5.1200000000000054e+08	7.3406510115711711e-12	6.0796282570324508e-10	2.5771706254085682e-06	-2.6234360045146534e+00	2.2873996058028663e+00	3.6280762444607095e-05	-2.2880171294002931e-06	2.2881933504475953e-06	-4.3279502659650249e-10	-8.4530278632129304e-19	4.8119286378530410e-10	5.1200000000000054e+08	5.5434530596935793e-12	4.8119286378530410e-10	2.2881933504475953e-06	-3.7167613156329848e-01	-1.9169287123069532e+00	-5.8008307591839170e-06	-2.0593382817517966e-06	2.0593378583591727e-06	-1.1946322295112999e-13	-2.3332660732642549e-22	4.5878724581813142e-10	5.1200000000000054e+08	5.4123206256157278e-12	4.5878724581813142e-10	2.0593382817517966e-06	-1.7606354005550440e-05	-2.1219102761427244e-05	3.3849739619460215e+00
192512	4.2727272727272731e+02	-2.4536742233590531e-06	2.4535850658785409e-06	1.7092757493761867e-09	3.3384291980003613e-18	4.4192799582397503e-10	5.1200000000000054e+08	4.9327122398675613e-12	4.4192799582397503e-10	2.4536742233590531e-06	-3.3303731567266026e-01	9.5928345707284896e-02	7.9667834347527111e-06	-2.6306353980605342e-06	2.6303926641686179e-06	-3.3755560223562640e-09	-6.5928828561645710e-18	3.6182100605995061e-10	5.1200000000000054e+08	3.8997217052709500e-12	3.6182100605995066e-10	2.6306353980605342e-06	-2.1371095850640098e-01	-7.5771456344268073e-02	3.3170881024932597e-06	-2.0507911817732793e-06	2.0507907577478803e-06	-3.9877565767738876e-15	-7.7885870640114910e-24	3.4449496150221545e-10	5.1200000000000054e+08	3.7657260234698056e-12	3.4449496150221545e-10	2.0507911817732793e-06	-1.0678401347830047e-05	-3.3798970688059260e-06	6.3237641242308917e-01
196608	4.3636363636363637e+02	-1.4319151784369024e-06	1.4320938880569855e-06	1.6125213724604101e-08	3.1494558055876994e-17	2.8956718047982050e-10	5.1199999999984378e+08	2.8552994685286376e-12	2.8956718047982221e-10	1.4320938880569855e-06	1.2880724673038551e+00	5.6246552713094491e-02	1.5527647229986175e-07	-1.3349739141120745e-06	1.3349139389468866e-06	-3.6324996614036644e-09	-7.0947259011811964e-18	2.3401536856709176e-10	5.1199999999984378e+08	2.3906852017188553e-12	2.3401536856709187e-10	1.3349739141120745e-06	3.7102547523674985e-02	-4.2193861713387215e-01	-8.9738277262718658e-06	-1.2721827205991833e-06	1.2721828428459548e-06	1.4903790007680939e-13	2.9108964858760718e-22	2.2764896342581698e-10	5.1199999999984378e+08	2.3670617601037139e-12	2.2764896342581698e-10	1.2721828428459548e-06	-5.1224499506077881e-06	-1.8524275796752421e-05	9.0979363956387491e-02
200704	4.4545454545454550e+02	-4.0751490684049479e-07	4.0752946387089964e-07	-2.5243227824022860e-08	-4.9303179343794600e-17	1.4866104226077973e-10	5.1200000000000048e+08	1.4189547274452051e-12	1.4866104226078789e-10	4.0752946387089964e-07	2.1593831558140714e-01	5.0096299357607267e-02	-1.4609964762227201e-05	-3.8026851980201641e-07	3.8026216050423394e-07	1.1161951565591572e-08	2.1800686651546019e-17	1.2880290925059708e-10	5.1200000000000048e+08	1.4302394016292524e-12	1.2880290925059892e-10	3.8026851980201641e-07	-3.0134700419367930e-02	1.4625768721971272e-01	-9.4964823796409026e-06	-1.5531735454369425e-07	1.5531881106694921e-07	1.5887224736189746e-13	3.1029735812870570e-22	1.2327404545540256e-10	5.1200000000000048e+08	1.3569740577594622e-12	1.2327404545540256e-10	1.5531881106694921e-07	2.5280278087215502e-05	-1.2209577315694387e-05	-2.7693574544137589e-01
204800	4.5454545454545456e+02	-5.0263972218845705e-07	5.0290266671255251e-07	1.7746986338637561e-08	3.4662082692651450e-17	6.4260424459500167e-11	5.1200000000000054e+08	6.8649450166762611e-13	6.4260424459509511e-11	5.0290266671255251e-07	1.3083404445770924e-01	-1.7939947200454878e-03	-2.5732253548862993e-06	-1.0096644876644458e-06	1.0098102814671020e-06	3.3723078906067182e-09	6.5865388488412395e-18	6.9236429204414202e-11	5.1200000000000054e+08	7.8259729724437580e-13	6.9236429204414513e-11	1.0098102814671020e-06	2.7316196009993625e-04	-4.3942149595617014e-02	1.6145743217885200e-06	-2.8759647069328616e-07	2.8759635684822062e-07	6.2085639808674112e-14	1.2126101525131649e-22	5.7688567648192399e-11	5.1200000000000054e+08	6.6298115806661376e-13	5.7688567648192399e-11	2.8759647069328616e-07	-2.3911786260159135e-06	-6.2804198691299162e-07	3.0545241857399499e-02
208896	4.6363636363636368e+02	-3.8798567875644051e-07	3.8798686581138486e-07	3.1796442553383847e-09	6.2102426862077766e-18	3.2743197963379602e-11	5.1200000000000048e+08	3.4055049820835449e-13	3.2743197963380190e-11	3.8798686581138486e-07	2.5254929701303060e-02	2.7836700859104273e-02	-4.3961298729338488e-07	-5.5843967205411094e-07	5.5852185744218213e-07	4.3101143480803085e-10	8.4181920860943450e-19	3.6988596432345499e-11	5.1200000000000048e+08	3.6864271328387766e-13	3.6988596432345506e-11	5.5852185744218213e-07	1.8889773334658251e-02	-6.9524645536928081e-02	-1.3346556420028993e-07	-1.8453392736810438e-07	1.8453266858997384e-07	-1.2866786603795495e-13	-2.5130442585538052e-22	3.0184750611881689e-11	5.1200000000000048e+08	3.1432962600201296e-13	3.0184750611881689e-11	1.8453392736810438e-07	7.3054615097253861e-07	-2.7663104699288121e-07	-5.0866235654304218e-02
212992	4.7272727272727275e+02	-7.3554140031579943e-07	7.3539725456290863e-07	8.1195214931181821e-09	1.5858440416246436e-17	2.1436417047798989e-11	5.1200000000000048e+08	2.1181643483130043e-13	2.1436417047804857e-11	7.3554140031579943e-07	-1.3016052358737191e-02	-1.1651787131646829e-02	8.8258834870548475e-07	-7.0265330618586644e-07	7.0266059448656649e-07	-1.5127877488575041e-08	-2.9546635719873099e-17	2.6078394369495346e-11	5.1200000000000048e+08	2.3465261937450784e-13	2.6078394369512083e-11	7.0266059448656649e-07	-3.3211459370413553e-02	3.0544039608738568e-02	-1.0379752403699705e-06	-2.4872408464491030e-07	2.4872444574695701e-07	-4.5419595191955936e-14	-8.8710146859288858e-23	2.1440586344729738e-11	5.1200000000000048e+08	2.0058128378936998e-13	2.1440586344729738e-11	2.4872444574695701e-07	2.1492284958523483e-06	2.7534821583409010e-07	3.8515255786732172e-03
217088	4.8181818181818187e+02	-7.8820152056214351e-07	7.8819033906440111e-07	-2.1372581774134623e-08	-4.1743323777606644e-17	5.8124198781728061e-11	5.1200000000000048e+08	3.3708671630508984e-13	5.8124198781743054e-11	7.8820152056214351e-07	2.8426645819082034e-03	-4.8578763714717888e-03	2.9154916503884055e-06	-6.7598348271057094e-07	6.7598288007708880e-07	1.5388600799070168e-09	3.0055860935683893e-18	3.0130418404685099e-11	5.1200000000000048e+08	2.4030276259623379e-13	3.0130418404685247e-11	6.7598348271057094e-07	-1.6422279021141274e-02	3.9005362615898371e-03	-1.5240628192716293e-06	-2.5410112338674394e-07	2.5410238166501847e-07	-2.0125315632480833e-13	-3.9307257094689090e-22	5.2541338368486458e-11	5.1200000000000048e+08	2.9544410412222706e-13	5.2541338368486458e-11	2.5410238166501847e-07	-9.4987820535748224e-07	4.1056347244120429e-06	-2.8212372848527103e-03
221184	4.9090909090909093e+02	-7.6294217628344224e-07	7.6294315571880750e-07	-4.2041270319252408e-09	-8.2111856092289782e-18	5.1277632640424206e-11	5.1200000000000048e+08	3.8839735276904170e-13	5.1277632640424866e-11	7.6294315571880750e-07	8.7743905078385837e-03	2.0605144142720251e-02	8.1380850088137724e-07	-7.2006098228313571e-07	7.2005909403341296e-07	2.3854289865336045e-09	4.6590409893234421e-18	5.9921184795040067e-11	5.1200000000000048e+08	4.0682578060216736e-13	5.9921184795040248e-11	7.2006098228313571e-07	-6.2083615220838044e-02	-4.9046579487840936e-03	-1.9292086899228879e-06	-2.2206439484224649e-07	2.2206337302933606e-07	-4.2389757069077882e-14	-8.2792494275542658e-23	5.8763779285495549e-11	5.1200000000000048e+08	3.9561808480151742e-13	5.8763779285495549e-11	2.2206439484224649e-07	4.4863656675046826e-06	-1.0174317325688242e-06	1.1400498840859787e-03
225280	5.0000000000000006e+02	-7.3534082431735883e-07	7.3534094429867446e-07	1.3691355595124876e-09	2.6740928896728249e-18	4.9871154339846785e-11	5.1200000000000048e+08	4.5729241343167370e-13	4.9871154339846856e-11	7.3534094429867446e-07	-2.0898329746017935e-02	1.7691980493508955e-02	-1.7763332194869336e-06	-7.4344084649044985e-07	7.4343157030067977e-07	4.9084721907869434e-10	9.5868597476307397e-19	6.7189808115702181e-11	5.1200000000000048e+08	5.5877282200540531e-13	6.7189808115702181e-11	7.4344084649044985e-07	-7.5554562907898136e-03	-2.4730721037481352e-02	1.9228620360680834e-06	-2.1715188997337938e-07	2.1715176075097228e-07	4.1391850401500409e-14	8.0843457815430407e-23	6.0330422710400247e-11	5.1200000000000048e+08	5.0849845944919172e-13	6.0330422710400247e-11	2.1715188997337938e-07	-5.0194072924863997e-06	-9.3984258290810696e-08	-2.3918840533233076e-02
